Name,Branch,Place,Exams Accepted,Fees
"Manav Rachna University, Faridabad",B.Tech Mechanical Engineering with Specialization in Smart Manufacturing and Automation,"Faridabad, Haryana",JEE,"Fees:  ₹ 976,000"
"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",BE Mechanical Engineering,"Tiruchirappalli, Tamil Nadu",NA,"Fees:  ₹ 124,810"
"VVP Engineering College, Rajkot",BE Mechanical Engineering,"Vajdi, Gujarat",NA,"Fees:  ₹ 372,000"
"Dhanalakshmi College of Engineering, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Canara Engineering College, Mangalore",BE Mechanical Engineering,"Mangalore, Karnataka",JEE,"Fees:  ₹ 440,000"
"Government Engineering College, Hassan",BE Mechanical Engineering,"Hassan, Karnataka",KCET,"Fees:  ₹ 62,000"
"Dhanalakshmi Srinivasan College of Engineering, Perambalur",BE Mechanical Engineering,"Perambalur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jeppiaar Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"United College of Engineering and Research, Allahabad",B.Tech Mechanical Engineering,"Newada Samogar, Uttar Pradesh",UPSEE,"Fees:  ₹ 333,700"
"Beant College of Engineering and Technology, Gurdaspur",B.Tech Mechanical Engineering,"Gurdaspur, Punjab",JEE,"Fees:  ₹ 223,160"
"Rungta College of Engineering and Technology, Bhilai",BE Mechanical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 294,920"
"Guru Nanak Institute of Technology, Ibrahimpatnam",B.Tech Mechanical Engineering,"Ibrahimpatnam, Telangana",TS,"Fees:  ₹ 300,000"
Indian Institute of Technology Jodhpur,B.Tech Mechanical Engineering,"Jodhpur, Rajasthan",JEE,"Fees:  ₹ 995,200"
"BML Munjal University, Gurgaon",B.Tech Mechanical Engineering,"Gurgaon, Haryana",JEE,"Fees:  ₹ 1,250,000"
"ANU College of Engineering and Technology, Guntur",B.Tech Mechanical Engineering,"Guntur, Andhra Pradesh",AP,"Fees:  ₹ 400,000"
"Karpagam College of Engineering, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",NA,NA
"Sri Shakthi Institute of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Shri Vaishnav Vidyapeeth Vishwavidyalaya, Indore",B.Tech Mechanical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 260,000"
"Shri Vaishnav Institute of Technology and Science, Indore",BE Mechanical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 307,000"
"Rao Birender Singh State Institute of Engineering and Technology, Rewari",B.Tech Mechanical Engineering,"Zainabad, Haryana",NA,NA
"Roorkee College of Engineering, Roorkee",B.Tech Mechanical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 404,600"
"Noida International University, Greater Noida",B.Tech Mechanical Engineering,"Noida, Uttar Pradesh",NA,"Fees:  ₹ 592,000"
"University of Lucknow, Lucknow",B.Tech Mechanical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 480,000"
"Dronacharya College of Engineering, Gurgaon",B.Tech Mechanical Engineering,"Gurgaon, Haryana",JEE,"Fees:  ₹ 564,400"
"Raghu Engineering College, Visakhapatnam",B.Tech Mechanical Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 340,000"
"Everest College of Engineering and Technology, Aurangabad",BE Mechanical Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"MCTs Rajiv Gandhi Institute of Technology, Mumbai",BE Mechanical Engineering,"Mumbai, Maharashtra",MAHA,"Fees:  ₹ 384,356"
"Tatyasaheb Kore Institute of Engineering and Technology, Kolhapur",BE Mechanical Engineering,"Kolhapur, Maharashtra",JEE,"Fees:  ₹ 353,760"
"Sagar Institute of Science and Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 290,800"
"Institute of Engineering and Technology, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",NA,NA
National Institute of Technology Manipur,B.Tech Mechanical Engineering,"Imphal, Manipur",JEE,"Fees:  ₹ 550,700"
"North Eastern Regional Institute of Science and Technology, Nirjuli",B.Tech Mechanical Engineering,"Itanagar, Arunachal Pradesh",NA,"Fees:  ₹ 42,720"
"Lukhdhirji Engineering College, Morbi",BE Mechanical Engineering,"Morbi, Gujarat",NA,"Fees:  ₹ 6,000"
"University College of Engineering and Technology, Bikaner",B.Tech Mechanical Engineering,"Bikaner, Rajasthan",JEE,"Fees:  ₹ 240,000"
"MVSR Engineering College, Hyderabad",BE Mechanical Engineering,"Nadergul, Telangana",TS,"Fees:  ₹ 382,450"
"Bangalore College of Engineering and Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,Exams:  KCET 
"College of Engineering, Thalassery",B.Tech Mechanical Engineering,"Thalassery, Kerala",NA,Exams:  KEAM 
"Shri Shankaracharya Engineering College, Bhilai",BE Mechanical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 279,000"
"Jain College of Engineering, Belgaum",BE Mechanical Engineering,"Belgaum, Karnataka",NA,NA
"Hindusthan Institute of Technology, Coimbatore",BE Mechanical Engineering,"Malumichampatty, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"PSIT College of Engineering, Kanpur",B.Tech Mechanical Engineering,"Kanpur, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
Indian Institute of Technology Dharwad,B.Tech Mechanical Engineering,"Dharwad, Karnataka",NA,Exams:  JEE Advanced 
"SA Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"East Point College of Engineering and Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 280,000"
"Amity University, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",Amity,"Fees:  ₹ 720,000"
"Sant Baba Bhag Singh University, Jalandhar",B.Tech Mechanical Engineering,"Jalandhar, Punjab",NA,NA
"Vignana Bharathi Institute of Technology, Ghatkesar",B.Tech Mechanical Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 268,000"
"Government Engineering College, Modasa",BE Mechanical Engineering,"Modasa, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Amritsar College of Engineering and Technology, Amritsar",B.Tech Mechanical Engineering,"Amritsar, Punjab",JEE,"Fees:  ₹ 495,412"
"Jayawantrao Sawant College of Engineering, Pune",BE Mechanical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 441,000"
"Mahatma Gandhi Mission's College of Engineering and Technology, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",MAHA,"Fees:  ₹ 274,452"
"KS Rangasamy College of Technology, Tiruchengode",BE Mechanical Engineering,"Tiruchengode, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Mohamed Sathak Engineering College, Kilakarai",BE Mechanical Engineering,"Kilakarai, Tamil Nadu",NA,"Fees:  ₹ 240,000"
"Bhagwant University, Ajmer",B.Tech Mechanical Engineering,"Ajmer, Rajasthan",NA,Exams:  JEE Main 
"Mewar University, Chittorgarh",B.Tech Mechanical Engineering,"Chittorgarh, Rajasthan",NA,"Fees:  ₹ 492,000"
"Shivaji University, Kolhapur",BE Mechanical Engineering,"Kolhapur, Maharashtra",NA,"Fees:  ₹ 306,540"
"Chhatrapati Shahu Ji Maharaj University, Kanpur",B.Tech Mechanical Engineering,"Kanpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 160,000"
"Kamaraj College of Engineering and Technology, Virudhunagar",BE Mechanical Engineering,"Vellakulam, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Aditya College of Engineering and Technology, Surampalem",B.Tech Mechanical Engineering,"Surampalem, Andhra Pradesh",AP,"Fees:  ₹ 240,000"
"Dhole Patil College of Engineering, Pune",BE Mechanical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 324,404"
"Chaibasa Engineering College, Chaibasa",B.Tech Mechanical Engineering,"Kelende, Jharkhand",NA,"Fees:  ₹ 120,000"
"University College of Engineering JNTUK, Narasaraopet",B.Tech Mechanical Engineering,"Narasaraopet, Andhra Pradesh",NA,NA
"Aditya Silver Oak Institute of Technology, Ahmedabad",B.Tech Mechanical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 224,000"
"Vel Tech, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"Andhra University, Visakhapatnam",BE Mechanical Engineering,"Visakhapatnam, Andhra Pradesh",NA,"Fees:  ₹ 40,000"
"SIES Graduate School of Technology, Navi Mumbai",B.Tech Mechanical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 497,760"
"Kalaignar Karunanidhi Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Sri Manakula Vinayagar Engineering College, Puducherry",B.Tech Mechanical Engineering,"Madagadipet, Puducherry",NA,"Fees:  ₹ 116,000"
"Easwari Engineering College, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kanchipuram",BE Mechanical Engineering,"Kanchipuram, Tamil Nadu",JEE,"Fees:  ₹ 505,000"
"Rajkiya Engineering College, Azamgarh",B.Tech Mechanical Engineering,"Sikraura, Uttar Pradesh",UPSEE,"Fees:  ₹ 227,300"
"University BDT College of Engineering, Davangere",BE Mechanical Engineering,"Davanagere, Karnataka",KCET,"Fees:  ₹ 89,000"
"Aadishwar College of Technology, Gandhinagar",B.Tech Mechanical Engineering,"Bhoyan Rathod, Gujarat",JEE,"Fees:  ₹ 284,000"
"HKE Society's PDA College of Engineering, Gulbarga",BE Mechanical Engineering,"Kalaburagi, Karnataka",COMEDK,"Fees:  ₹ 60,000"
"Indore Institute of Science and Technology, Indore",B.Tech Mechanical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 240,000"
"Bhopal Institute of Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 220,000"
"Dr Ram Manohar Lohia Avadh University, Faizabad",B.Tech Mechanical Engineering,"Faizabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 58,000"
"University College of Engineering, Punjabi University, Patiala",B. Tech Mechanical Engineering,"Patiala, Punjab",NA,"Fees:  ₹ 340,000"
"Siddhartha Institute of Technology and Sciences, Ghatkesar",B.Tech Mechanical Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Pragati Engineering College, Surampalem",B.Tech Mechanical Engineering,"Surampalem, Andhra Pradesh",AP,"Fees:  ₹ 291,200"
"Millia Institute of Technology, Purnea",B.Tech Mechanical Engineering,"Purnea, Bihar",NA,"Fees:  ₹ 320,000"
"Chhotubhai Gopalbhai Patel Institute of Technology, Bardoli",B.Tech Mechanical Engineering,"Bardoli, Gujarat",GUJCET,"Fees:  ₹ 348,150"
"CGC College of Engineering, Landran Campus, Mohali",B.Tech Mechanical Engineering,"Landran, Punjab",JEE,"Fees:  ₹ 348,000"
"Jorhat Engineering College, Jorhat",BE Mechanical Engineering,"Jorhat, Assam",Assam,"Fees:  ₹ 44,000"
"Budge Budge Institute of Technology, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 358,000"
"Vidya Academy of Science and Technology, Thrissur",B.Tech Mechanical Engineering,"Thrissur, Kerala",KEAM,"Fees:  ₹ 410,104"
"Calicut University Institute of Engineering Technology, Malappuram",B.Tech Mechanical Engineering,"Pallikal, Kerala",NA,"Fees:  ₹ 155,400"
"Sai Vidya Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 460,000"
"Government Engineering College, Jagdalpur",BE Mechanical Engineering,"Jagdalpur, Chhattisgarh",CG,"Fees:  ₹ 85,040"
"Sinhgad Academy of Engineering, Kondhwa",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 385,608"
"Maturi Venkata Subba Rao Engineering College, Hyderabad",BE Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 381,000"
"Institute of Road and Transport Technology, Erode",BE Mechanical Engineering,"Suriyampalayam, Tamil Nadu",NA,"Fees:  ₹ 188,195"
"Adi Shankara Institute of Engineering and Technology, Kalady",B.Tech Mechanical Engineering,"Kalady, Kerala",KEAM,"Fees:  ₹ 367,600"
"Gandhi Engineering College, Bhubaneswar",B.Tech Mechanical Engineering,"Badaraghunathpur, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Jawaharlal Nehru Government Engineering College, Sundernagar",B.Tech Mechanical Engineering,"Sundernagar, Himachal Pradesh",JEE,"Fees:  ₹ 244,980"
"Government College of Engineering, Kalahandi",B.Tech Mechanical Engineering,"Kalahandi, Odisha",OJEE,"Fees:  ₹ 117,100"
"Gaya College of Engineering, Gaya",B.Tech Mechanical Engineering,"Gaya, Bihar",BCECE,"Fees:  ₹ 77,880"
"Shri Shankaracharya Institute of Engineering and Technology, Durg",BE Mechanical Engineering,"Khapri Alias Pipardih, Chhattisgarh",JEE,"Fees:  ₹ 232,000"
"Ch Ranbir Singh State Institute of Engineering and Technology, Jhajjar",B.Tech Mechanical Engineering,"Jhajjar, Haryana",NA,NA
"Shivajirao S Jondhale College of Engineering, Thane",BE Mechanical Engineering,"Dombivli, Maharashtra",NA,"Fees:  ₹ 344,400"
"Quantum School of Technology, Roorkee",B.Tech Mechanical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 440,000"
"Ballarpur Institute of Technology, Chandrapur",BE Mechanical Engineering,"Balharshah, Maharashtra",JEE,"Fees:  ₹ 293,480"
"Brilliant Institute of Engineering and Technology, Hayathnagar",B.Tech Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"Sardar Patel University, Balaghat",B.Tech Mechanical Engineering,"Balaghat, Madhya Pradesh",NA,NA
"Shri Shankaracharya Group of Institutions, Bhilai",BE Mechanical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 283,400"
"NDMVP Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering, Nashik",BE Mechanical Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 362,220"
"TKM Institute of Technology, Kollam",B.Tech Mechanical Engineering,"Kollam, Kerala",NA,"Fees:  ₹ 340,000"
"Dr Akhilesh Das Gupta Institute of Technology and Management, New Delhi",B.Tech Mechanical Engineering,"New Delhi, Delhi",IPU,"Fees:  ₹ 367,094"
"Mody University of Science and Technology, Lakshmangarh",B.Tech Mechanical Engineering,"Sikar, Rajasthan",JEE,"Fees:  ₹ 818,000"
"Karavali Institute of Technology, Mangalore",BE Mechanical Engineering,"Mangaluru, Karnataka",NA,"Fees:  ₹ 200,000"
"GKM College of Engineering and Technology, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"ACE Engineering College, Ghatkesar",B.Tech Mechanical Engineering,"Ghatkesar, Telangana",TS,"Fees:  ₹ 272,000"
"Shree Swaminarayan Institute of Technology, Bhat",BE Mechanical Engineering,"Ahmedabad, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"Purnea College of Engineering, Purnea",B.Tech Mechanical Engineering,"Purnea, Bihar",NA,Exams:  BCECE 
"Malabar College of Engineering and Technology, Thrissur",B.Tech Mechanical Engineering,"Pallur, Kerala",NA,"Exams:  JEE Main ,  KEAM "
"MM Engineering College, Mullana- Ambala",B.Tech Mechanical Engineering,"Ambala, Haryana",JEE,"Fees:  ₹ 597,994"
Indian Institute of Technology Bhilai,B.Tech Mechanical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 887,750"
"PSIT-Pranveer Singh Institute of Technology, Kanpur",B.Tech Mechanical Engineering,"Kanpur, Uttar Pradesh",JEE,"Fees:  ₹ 301,200"
"Netaji Subhash Engineering College, Garia",B.Tech Mechanical Engineering,"Garia, West Bengal",WBJEE,"Fees:  ₹ 393,000"
"Lokmanya Tilak College of Engineering, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 463,560"
"Vedavyasa Institute of Technology, Malappuram",B.Tech Mechanical Engineering,"Kozhikode, Kerala",NA,Exams:  KEAM 
"Barkatullah University Institute of Technology, Barkatullah University, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 171,100"
"Sinhgad Institute of Technology, Lonavala",BE Mechanical Engineering,"Lonavala, Maharashtra",JEE,"Fees:  ₹ 420,000"
"JNTUH College of Engineering, Manthani",B.Tech Mechanical Engineering,"Pannur, Telangana",TS,"Fees:  ₹ 53,000"
"Abha Gaikwad-Patil College of Engineering, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Ramgarh Engineering College, Ramgarh",B.Tech Mechanical Engineering,"Sukrigara Bamni, Jharkhand",NA,"Fees:  ₹ 120,000"
"Sri Dharmasthala Manjunatheshwara Institute of Technology, Ujire",BE Mechanical Engineering,"Ujire, Karnataka",COMEDK,"Fees:  ₹ 280,000"
"Rizvi College of Engineering, Bandra",BE Mechanical Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 242,840"
"Aditya Institute of Technology and Management, Tekkali",B.Tech Mechanical Engineering,"K Kotturu, Andhra Pradesh",AP,"Fees:  ₹ 243,000"
"Sanskrithi School of Engineering, Puttaparthi",BE Mechanical Engineering,"Puttaparthi, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Jain College of Engineering and Technology, Hubballi",BE Mechanical Engineering,"Hubballi, Karnataka",NA,NA
"Shyam University, Dausa",B.Tech Mechanical Engineering,"Dausa, Rajasthan",NA,NA
"Panipat Institute of Engineering and Technology, Panipat",B.Tech Mechanical Engineering,"Bapura, Haryana",JEE,"Fees:  ₹ 292,860"
"Giani Zail Singh Campus College of Engineering and Technology, Maharaja Ranjit Singh Punjab Technical University, Bathinda",B.Tech Mechanical Engineering,"Bathinda, Punjab",NA,"Fees:  ₹ 213,120"
"Himalayan University, Itanagar",B.Tech Mechanical Engineering,"Itanagar, Arunachal Pradesh",NA,NA
"Sandip Institute of Engineering and Management, Nashik",BE Mechanical Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 311,560"
"Global Institute of Technology, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 338,750"
"Sambhram Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 312,000"
"Government College of Engineering, Bargur",BE Mechanical Engineering,"Bargur, Tamil Nadu",NA,"Fees:  ₹ 36,740"
"Adithya Institute of Technology, Coimbatore",B.Tech Mechanical Engineering,"Kurumbapalayam, Tamil Nadu",NA,NA
"Government Engineering College, Nilokheri",B.Tech Mechanical Engineering,"Nilokheri, Haryana",NA,Exams:  JEE Main 
"Rajeev Gandhi Memorial College of Engineering and Technology, Kurnool",B.Tech Mechanical Engineering,"Kurnool, Andhra Pradesh",AP,"Fees:  ₹ 347,200"
"Oriental College of Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 312,000"
"Prasad V Potluri Siddhartha Institute of Technology, Vijayawada",B.Tech Mechanical Engineering,"Vijayawada, Andhra Pradesh",AP,"Fees:  ₹ 267,000"
"Indira Gandhi Engineering College, Sagar",BE Mechanical Engineering,"Baheria Gadgad, Madhya Pradesh",NA,"Fees:  ₹ 103,400"
"Dr S and SS Ghandhy Government Engineering College, Surat",BE Mechanical Engineering,"Surat, Gujarat",NA,"Fees:  ₹ 10,000"
"Rajiv Gandhi Institute of Technology, Bangalore",BE Mechanical Engineering,"Bangalore, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Theem College of Engineering, Thane",BE Mechanical Engineering,"Maan, Maharashtra",JEE,"Fees:  ₹ 266,156"
"Noida Institute of Engineering and Technology, Greater Noida",B.Tech Mechanical Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 469,700"
"Government Engineering College, Haveri",BE Mechanical Engineering,"Devagiri, Karnataka",NA,Exams:  KCET 
"Sir Chhotu Ram Institute of Engineering and Technology, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 325,000"
"Purulia Government Engineering College, Purulia",B.Tech Mechanical Engineering,"Purulia, West Bengal",NA,"Fees:  ₹ 38,000"
"Sipna College of Engineering and Technology, Amravati",BE Mechanical Engineering,"Amravati, Maharashtra",NA,"Fees:  ₹ 336,000"
"Dibrugarh University, Dibrugarh",B.Tech Mechanical Engineering,"Dibrugarh, Assam",NA,"Fees:  ₹ 390,000"
"Smt Kashibai Navale College of Engineering, Vadgaon",BE Mechanical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 408,608"
"Bengal College of Engineering and Technology, Durgapur",B.Tech Mechanical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 357,000"
National Institute of Technology Arunachal Pradesh,B.Tech Mechanical Engineering,"Papum Pare, Arunachal Pradesh",JEE,"Fees:  ₹ 557,600"
"CT University, Ludhiana",B.Tech Mechanical Engineering,"Ludhiana, Punjab",NA,"Fees:  ₹ 262,000"
"Aditya College of Technology and Science, Satna",BE Mechanical Engineering,"Satna, Madhya Pradesh",NA,Exams:  JEE Main 
"Centurion Institute of Technology, Bhubaneswar",B.Tech Mechanical Engineering II Shift,"Khurdha, Odisha",NA,"Fees:  ₹ 400,000"
"Jodhpur Institute of Engineering and Technology, Jodhpur",B.Tech Mechanical Engineering,"Mogra, Rajasthan",JEE,"Fees:  ₹ 318,000"
"PRIST University, Puducherry",B.Tech Mechanical Engineering,"Thavalakuppam, Puducherry",NA,NA
"Dr DY Patil School of Engineering, Pune",BE Mechanical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 371,068"
"Vikram University, Ujjain",BE Mechanical Engineering,"Ujjain, Madhya Pradesh",NA,"Fees:  ₹ 149,521"
"MCKV Institute of Engineering, Howrah",B.Tech Mechanical Engineering,"Howrah, West Bengal",JEE,"Fees:  ₹ 349,200"
"Periyar Maniammai Institute of Science and Technology, Thanjavur",B.Tech Mechanical Engineering,"Thanjavur, Tamil Nadu",Uni-Gauge-E,"Fees:  ₹ 386,000"
"Adamas University, Kolkata",B.Tech Mechanical Engineering,"Kolkata, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"Pravara Rural Engineering College, Loni",BE Mechanical Engineering,"Chandrapur, Maharashtra",JEE,"Fees:  ₹ 387,050"
"Viva Institute of Technology, Thane",BE Mechanical Engineering,"Thane, Maharashtra",JEE,"Fees:  ₹ 252,000"
"Darbhanga College of Engineering, Darbhanga",B.Tech Mechanical Engineering,"Mabbi Belauna, Bihar",BCECE,"Fees:  ₹ 116,520"
"CH Brahm Prakash Government Engineering College, Delhi",B.Tech Mechanical Engineering,"Delhi, Delhi",NA,NA
"Government Engineering College, Bharuch",BE Mechanical Engineering,"Bharuch, Gujarat",NA,"Fees:  ₹ 6,000"
"Bharati Vidyapeeths College of Engineering, Kolhapur",B.Tech Mechanical Engineering,"Kolhapur, Maharashtra",JEE,"Fees:  ₹ 288,000"
"IES College of Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"Government Engineering College, Bhavnagar",B.Tech Mechanical Engineering,"Bhavnagar, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Vishwavidyalaya Engineering College Sarguja University, Surguja",BE Mechanical Engineering,"Ambikapur, Chhattisgarh",NA,NA
"Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College, Aurangabad",BE Mechanical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 344,000"
"Meenakshi College of Engineering, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Raja Balwant Singh Engineering Technical Campus, Bichpuri",B.Tech Mechanical Engineering,"Bichpuri, Uttar Pradesh",JEE,"Fees:  ₹ 316,500"
"Chandigarh Group of Colleges, Mohali",B.Tech Mechanical Engineering,"Landran, Punjab",JEE,"Fees:  ₹ 348,000"
"Shree Guru Gobind Singh Tricentenary University, Gurgaon",B.Tech Mechanical Engineering,"Gurgaon, Haryana",NA,"Fees:  ₹ 732,500"
"Institute of Science and Technology, Paschim Medinipur",B.Tech Mechanical Engineering,"Dhunrabila, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"Sree Buddha College of Engineering, Alappuzha",B.Tech Mechanical Engineering,"Alappuzha, Kerala",KEAM,"Fees:  ₹ 300,000"
"Sri Vasavi Engineering College, Tadepalligudem",B.Tech Mechanical Engineering,"West Godavari, Andhra Pradesh",AP,"Fees:  ₹ 252,000"
"Parul Institute of Engineering and Technology, Vadodara",B.Tech Mechanical Engineering,"Vadodara, Gujarat",NA,"Fees:  ₹ 339,000"
"Laxmi Institute of Technology, Sarigam",BE Mechanical Engineering,"Vapi, Gujarat",GUJCET,"Fees:  ₹ 268,000"
"Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering, Bangalore",BE Mechanical Engineering,"Kammasandra, Karnataka",NA,NA
"Saveetha School of Engineering, Chennai",BE Mechanical Engineering,"Kuthambakkam, Tamil Nadu",NA,"Fees:  ₹ 535,000"
"Navrachana University, Vadodara",B.Tech Mechanical Engineering,"Vadodara, Gujarat",NA,"Fees:  ₹ 436,000"
"Sree Sastha Institute of Engineering and Technology, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"Shri Ram Murti Smarak College of Engineering and Technology, Bareilly",B.Tech Mechanical Engineering,"Bareilly, Uttar Pradesh",JEE,"Fees:  ₹ 438,528"
"Pillais HOC College of Engineering and Technology, Rasayani",BE Mechanical Engineering,"Rasayani, Maharashtra",NA,"Fees:  ₹ 393,220"
"QIS College of Engineering and Technology, Ongole",B.Tech Mechanical Engineering,"Vegamukkapalem, Andhra Pradesh",AP,"Fees:  ₹ 272,000"
"Deccan College of Engineering and Technology, Hyderabad",BE Mechanical Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 253,000"
"Dumka Engineering College, Dumka",B.Tech Mechanical Engineering,"Balia, Jharkhand",NA,"Exams:  JEE Main ,  JEECE "
"Lingaya's Vidyapeeth, Faridabad",B.Tech Mechanical Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 603,750"
"Uttaranchal Institute of Technology, Dehradun",B.Tech Mechanical Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 453,000"
"Terna Public Charitable Trust's Terna Engineering College, Navi Mumbai",BE Mechanical Engineering,"Navi Mumbai, Maharashtra",MAHA,"Fees:  ₹ 429,000"
"Swami Vivekanand Institute of Technology, Sagar",B.Tech Mechanical Engineering,"Sagar, Madhya Pradesh",NA,"Fees:  ₹ 160,000"
"Institute of Engineering & Technology, Lucknow",B.Tech Mechanical Engineering,"Lucknow, Uttar Pradesh",NA,NA
"Sir CR Reddy College of Engineering, Eluru",B.Tech Mechanical Engineering,"Eluru, Andhra Pradesh",NA,"Fees:  ₹ 242,000"
