Name,Branch,Place,Exams Accepted,Fees
"GITM Institute of Technology, Gurgaon",B.Tech Mechanical Engineering,"Bilaspur, Haryana",NA,NA
"Jind Institute of Engineering and Technology, Jind",B.Tech Mechanical Engineering,"Jind, Haryana",NA,Exams:  JEE Main 
"Vignana Bharathi Institute of Technology, Proddatur",B.Tech Mechanical Engineering,"Pallavolu, Andhra Pradesh",NA,NA
"Shri Rawatpura Sarkar Institute of Technology -2, Raipur",B.Tech Mechanical Engineering,"Naya Raipur, Chhattisgarh",NA,Exams:  CG PET 
"Pinnacle School of Engineering and Technology, Anchal",B.Tech Mechanical Engineering,"Mathra, Kerala",NA,Exams:  KEAM 
"Ideal Institute of Management and Technology, Ghaziabad",B.Tech Mechanical Engineering,"Ghaziabad, Uttar Pradesh",NA,Exams:  UPSEE 
"Shri Chhatrapati Shivaji College of Engineering, Ahmednagar",BE Mechanical Engineering,"Ahmednagar, Maharashtra",NA,Exams:  MAHA CET 
"Jai Parkash Mukand Lal Innovative Engineering and Technology Institute, Radaur",B.Tech Mechanical Engineering,"Radaur, Haryana",JEE,"Fees:  ₹ 263,770"
"RKDF College of Technology, Bhopal",B.Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 182,000"
"E-Max Group of Institutions, Ambala",B.Tech Mechanical Engineering,"Janetpur, Haryana",NA,"Fees:  ₹ 310,080"
"Ellenki Institute of Engineering and Technology, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",NA,NA
"Sanghavi College of Engineering, Nashik",B.Tech Mechanical Engineering,"Nashik, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Ariyalur Engineering College, Ariyalur",BE Mechanical Engineering,"Ariyalur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Arjun College of Technology, Kinathukadavu",BE Mechanical Engineering,"Chettikkapalayam, Tamil Nadu",NA,NA
"CT Institute of Technology and Research, Jalandhar",B.Tech Mechanical Engineering,"Jalandhar, Punjab",NA,Exams:  JEE Main 
"Saroj Institute of Management and Technology, Lucknow",B.Tech Mechanical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 270,800"
"Shri USB College of Engineering and Management, Sirohi",B.Tech Mechanical Engineering,"Abu Road, Rajasthan",NA,Exams:  JEE Main 
"Modern Group of Colleges, Mukerian",B.Tech Mechanical Engineering,"Pandori, Punjab",NA,Exams:  JEE Main 
"Gokul Group of Institutions, Vizianagaram",B.Tech Mechanical Engineering,"Vizianagaram, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sree Dattha Group of Institutions Integrated Campus, Ibrahimpatnam",B.Tech Mechanical Engineering,"Ibrahimpatnam, Telangana",NA,NA
"Phonics School of Engineering, Roorkee",B.Tech Mechanical Engineering,"Roorkee, Uttarakhand",NA,"Fees:  ₹ 286,000"
"Bharat Group of Colleges, Mansa",B.Tech Mechanical Engineering,"Mansa, Punjab",NA,Exams:  JEE Main 
"MGM College of Engineering and Technology, Ernakulam",B.Tech Mechanical Engineering,"Ernakulam, Kerala",NA,Exams:  KEAM 
"Annai Veilankanni s College of Engineering,Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"PR Pote Patil Institute of Engineering and Research, Amravati",B.Tech Mechanical Engineering,"Amravati, Maharashtra",NA,Exams:  MAHA CET 
"Sandip University, Madhubani",B.Tech Mechanical Engineering,"Madhubani, Bihar",NA,NA
"ARKA Jain University, Seraikela",B.Tech Mechanical Engineering,"Jamshedpur, Jharkhand",NA,Exams:  JEE Main 
"NCR Technical Campus, Aligarh",B.Tech Mechanical Engineering,"Aligarh, Uttar Pradesh",NA,NA
"Vivekananda's Institute of Engineering and Technology, Ranga Reddy",B.Tech Mechanical Engineering,"Rangareddy, Telangana",NA,NA
"NIILM University, Kaithal",B.Tech Mechanical Engineering,"Ujana, Haryana",NA,NA
"Nightingale Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,NA
"MVR College of Engineering, Visakhapatnam",Mechanacal Engineering,"Visakhapatnam, Andhra Pradesh",NA,NA
"Indus International University, Una",B.Tech Mechanical Engineering,"Una, Himachal Pradesh",JEE,"Fees:  ₹ 440,000"
"Shivganga Charitable Trust, Sanglis Vishveshwarya Technical Campus, Miraj",BE Mechanical Engineering,"Patgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Sai Institute of Engineering and Technology, Aurangabad",B.Tech Mechanical Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Genesis Institute of Technology, Kolhapur",B.Tech Mechanical Engineering,"Sadale, Maharashtra",NA,NA
"Vi Institute of Technology, Kancheepuram",BE Mechanical Engineering,"Kanchipuram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sri Krishna Institute of Technology, Chennai",BE Mechanical Engineering,"Padapai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Hosur Institute of Technology and Science, Hosur",B.Tech Mechanical Engineering,"Mallanakothur, Tamil Nadu",NA,NA
"Annai Mira College of Engineering and Technology, Vellore",BE Mechanical Engineering,"Vellore, Tamil Nadu",NA,NA
"Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology, Guntur",B.Tech Mechanical Engineering,"Repudi, Andhra Pradesh",NA,NA
"KSN Institute of Technology, Nellore",B.Tech Mechanical Engineering,"Kovur, Andhra Pradesh",NA,NA
"Damsetty Srinivasa Naidu's DBS Institute of Technology, Nellore",B.Tech Mechanical Engineering,"Nellore, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Maharishi Markandeshwar University, Solan",B.Tech Mechanical Engineering,"Jogan, Himachal Pradesh",NA,NA
"Green Fort Engineering College, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",NA,NA
"Ganesh Institute of Engineering and Technology, Bhubaneswar",Mechanical Engineering,"Bhubaneshwar, Odisha",NA,NA
"Bapu Institute of Technology and Management, Morena",BE Mechanical Engineering,"Morena, Madhya Pradesh",NA,NA
"Younis Sultan College of Engineering, Hyderabad",B.Tech Mechanical Engineering,"Chevella, Telangana",NA,NA
"Chaitanya Engineering College, Bhimavaram",B.Tech Mechanical Engineering,"Bhimavaram, Andhra Pradesh",NA,NA
"HL Agrawal College of Engineering, Itarsi",B.Tech Mechanical Engineering,"Itarsi, Madhya Pradesh",NA,NA
"EIILM University, Jorethang",B.Tech Mechanical Engineering,"Jorethang, Sikkim",NA,NA
"CU Shah University, Surendranagar",B.Tech Mechanical Engineering,"Kothariya, Gujarat",NA,NA
"Mandsaur University, Mandsaur",B.Tech Mechanical Engineering,"Daulatpura, Madhya Pradesh",NA,NA
"Jan Nayak Chaudhary Devi Lal Vidyapeeth, Sirsa",B.Tech Mechanical Engineering,"Sirsa, Haryana",NA,NA
"Maharaja Ranjit Singh Punjab Technical University, Bathinda",B.Tech Mechanical Engineering,"Bathinda, Punjab",NA,NA
"Kunwar SatyaVira College of Engineering and Management, Bijnor",B.Tech Mechanical Engineering,"Bijnor, Uttar Pradesh",NA,Exams:  UPSEE 
"Dr Paul Raj Engineering College, East Godavari",B.Tech Mechanical Engineering,"East Godavari, Andhra Pradesh",NA,"Exams:  JEE Main ,  AP EAMCET "
"Vijayanjali Institute of Technology, Balasore",B.Tech Mechanical Engineering,"Balasore, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Vijaya Krishna Institute of Technology and Sciences, Ranga Reddy",B.Tech Mechanical Engineering,"Palmakole, Telangana",NA,"Fees:  ₹ 160,000"
"Vignan's Institute of Technology and Aeronautical Engineering, Nalgonda",B.Tech Mechanical Engineering,"Desh Mukhi, Telangana",NA,NA
"Vidyabharti Trust Institute of Technology and Research Centre, Surat",BE Mechanical Engineering,"Mota, Gujarat",NA,Exams:  JEE Main 
"Sree Kavitha Institute of Science and Technology , Khammam",B.Tech Mechanical Engineering,"Kistapuram at Munagala, Telangana",NA,NA
"Merchant Institute of Technology, Mehsana",BE Mechanical Engineering,"Mehsana, Gujarat",JEE,"Fees:  ₹ 220,000"
"Vidhya Mandhir Institute of Technology, Erode",BE Mechanical Engineering,"Ingur, Tamil Nadu",NA,NA
"Smt Bhagwati Chaturvedi College of Engineering, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",MAHA,"Fees:  ₹ 402,000"
"Radha Govind Group of Institutions, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 220,000"
"Vandayar Engineering College, Thanjavur",BE Mechanical Engineering,"Thanjavur, Tamil Nadu",NA,NA
"Nalanda Institute of Technology, Guntur",B.Tech Mechanical Engineering,"Kantepudi, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"Mekapati Rajamohan Reddy Institute of Technology and Science, Nellore",B.Tech Mechanical Engineering,"Nellore, Andhra Pradesh",NA,"Exams:  JEE Main ,  AP EAMCET "
"Shri Pillappa College of Engineering, Bangalore",BE Mechanical Engineering,"Mavallipura, Karnataka",COMEDK,"Fees:  ₹ 198,000"
"Sri Belimatha Mahasamsthana Institute of Technology, Bangalore",Mechanacial Engineering,"Visveswarapura, Karnataka",NA,NA
"Spintronic Technology and Advance Research, Bhubaneswar",B.Tech Mechanical Engineering,"Bhubaneshwar, Odisha",NA,Exams:  OJEE 
"SP Memorial Institute Technology, Allahabad",B.Tech Mechanical Engineering,"Allahabad, Uttar Pradesh",NA,Exams:  UPSEE 
"Sanmarg Shikshan Sanstha Smt Radhikatai Pandav College of Engineering, Nagpur",BE Mechanical Engineering,"Nagpur, Maharashtra",NA,NA
"SMR East Coast College of Engineering and Technology, Thanjavur",BE Mechanical Engineering,"Peravurani, Tamil Nadu",NA,NA
"SKP Institute of Technology, Tiruvannamalai",BE Mechanical Engineering,"Tiruvannamalai, Tamil Nadu",NA,NA
"Veerayatn Group of Institutions- Faculty of Engineering and Management, Kutch",B. Tech Mechanical Engineering,"Talwana, Gujarat",NA,NA
"Vedhantha Institute of Technology, Villupuram",BE Mechanical Engineering,"Padur, Tamil Nadu",NA,NA
"Hitkarini College of Engineering and Technology, Jabalpur",B.Tech Mechanical Engineering,"Chakdehi, Madhya Pradesh",JEE,"Fees:  ₹ 212,000"
"KP Engineering College, Agra",B.Tech Mechanical Engineering,"Dharera, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Vins Christian College of Engineering, Nagercoil",BE Mechanical Engineering,"Nagercoil, Tamil Nadu",NA,"Fees:  ₹ 250,000"
"Vindhya Institute of Technology and Science, Satna",BE Mechanical Engineering,"Chakbandi, Madhya Pradesh",NA,NA
"Satara college of Engineering and Management, Satara",B.Tech Mechanical Engineering,"Kondhavli, Maharashtra",NA,Exams:  JEE Main 
"Sardar Raja College of Engineering, Tirunelveli",BE Mechanical Engineering,"Tirunelveli, Tamil Nadu",NA,NA
"Shri Ram Group of Institutions Integrated Campus, Jabalpur",BE Mechanical Engineering,"Jabalpur, Madhya Pradesh",NA,NA
"Shri Gopichand Institute of Technology and Management, Bagpat",B.Tech Mechanical Engineering,"Bagpat, Uttar Pradesh",NA,NA
"Shreejee Institute of Technology and Management, Khargone",B.Tech Mechanical Engineering,"Meharja, Madhya Pradesh",NA,"Fees:  ₹ 183,900"
"Shri Yogindra Sagar Institute of Technology and Science, Ratlam",BE Mechanical Engineering,"Ratlam, Madhya Pradesh",NA,"Fees:  ₹ 182,400"
"Sardar Patel Institute of Technology and Management, Mandleshwar",B.Tech Mechanical Engineering,"Thangoan, Madhya Pradesh",NA,NA
"K J Faculty of Engineering and Technology, Shri Satsangi Saketdham Ram Ashram Group of Institutions, Mehsana",B.Tech Mechanical Engineering,"Mehsana, Gujarat",NA,NA
"Shri Sapthagiri Institute of Technology, Vellore",B.Tech Mechanical Engineering,"Ocheri, Tamil Nadu",NA,NA
"Shree Sathyam College of Engineering and Technology, Salem",BE Mechanical Engineering,"Salem, Tamil Nadu",NA,NA
"Kalpi Institute of Technology, Ambala",B.Tech Mechanical Engineering,"Kalpi, Haryana",NA,NA
"Nagarjuna Institute of Technology and Sciences, Miryalguda",Mechanical Engineering,"Srinivas Nagar, Telangana",NA,NA
"Raja Mahendra College of Engineering, Ibrahimpatnam",B.Tech Mechanical Engineering,"Cherlapatelguda, Telangana",NA,NA
"Mother Theresa Educational Society Group of Institutions Integrated Campus, Vijayawada",Mechanical Engineering,"Nunna, Andhra Pradesh",NA,NA
"Maharaja Institute of Technology, Coimbatore",BE Mechanical Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Maharaja Prithvi Engineering College, Coimbatore",BE Mechanical Engineering,"Ayikavundanpalayam, Tamil Nadu",NA,NA
"Maharaja Institute of Technology, Khordha",B.Tech Mechanical Engineering,"Khordha, Odisha",NA,NA
"Maharaja College of Engineering, Udaipur",B.Tech Mechanical Engineering,"Debari, Rajasthan",NA,"Fees:  ₹ 240,000"
"Lucknow Model Institute of Technology and Management, Lucknow",B.Tech Mechanical Engineering,"Lucknow, Uttar Pradesh",NA,NA
"Lord Venkateshwaraa Engineering College, Kancheepuram",BE Mechanical Engineering,"Palayaseevaram, Tamil Nadu",NA,NA
"Lingarajappa Engineering College, Bidar",B.Tech Mechanical Engineering,"Bidar, Karnataka",KCET,"Fees:  ₹ 47,800"
"Ranippettai Engineering College, Vellore",BE Mechanical Engineering,"Vellore, Tamil Nadu",NA,NA
"Nagaji Institute of Technology and Management, Datia",BE Mechanical Engineering,"Datia, Madhya Pradesh",NA,NA
"Musaliar College of Engineering and Technology, Pathanamthitta",B.Tech Mechanical Engineering,"Malayalapuzha, Kerala",KEAM,"Fees:  ₹ 260,000"
"Valia Koonambaikulathamma College of Engineering and Technology, Trivandrum",B.Tech Mechanical Engineering,"Trivandrum, Kerala",NA,"Fees:  ₹ 260,000"
"Valia Institute of Technology, Valia",BE Mechanical Engineering,"Valia, Gujarat",JEE,"Fees:  ₹ 184,000"
"Vivekananda Institute of Technology and Science, Karim Nagar",B.Tech Mechanical Engineering,"Karimnagar, Telangana",NA,Exams:  TS EAMCET 
"Translam Institute of Technology and Management, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",NA,Exams:  UPSEE 
"Thamirabharani Engineering College, Tirunelveli",BE Mechanical Engineering,"Tirunelveli, Tamil Nadu",NA,NA
"Tagore Institute of Engineering and Technology, Salem",BE Mechanical Engineering,"Deviyakurichi, Tamil Nadu",NA,NA
"TSM Jain College of Technology, Villupuram",BE Mechanical Engineering,"Kilpoondi, Tamil Nadu",NA,NA
"Synergy Institute of Technology, Dewas",BE Mechanical Engineering,"Dewas, Madhya Pradesh",NA,NA
"Star Lion College of Engineering and Technology, Thanjavur",BE Mechanical Engineering,"Thanjavur, Tamil Nadu",NA,NA
"Stanley Stephen College of Engineering and Technology, Kurnool",B. Tech Mechanical Engineering,"Panchalingala, Andhra Pradesh",NA,NA
"Stani Memorial College of Engineering and Technology, Jaipur",B.Tech Mechanical Engineering,"Phagi, Rajasthan",JEE,"Fees:  ₹ 312,500"
"Stallion College For Engineering and Technology, Saharanpur",B.Tech Mechanical Engineering,"Chhutmalpur, Uttar Pradesh",NA,NA
"Srinivasa College of Engineering and Technology, East Godavari",B.Tech Mechanical Engineering,"Cheyyeru Gunnepalli, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sri Sivani College of Engineering, Nalgonda",B.Tech Mechanical Engineering,"Srikakulam, Andhra Pradesh",AP,"Fees:  ₹ 142,400"
"Sri Rangapoopathi College of Engineering, Villupuram",BE Mechanical Engineering,"Villupuram, Tamil Nadu",NA,NA
"Sri Ramanathan Engineering College, Tirupur",BE Mechanical Engineering,"Nadupatti, Tamil Nadu",NA,NA
"Technocrats Institute of Technology and Science, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 296,000"
"North Malabar Institute of Technology, Kasaragod",B.Tech Mechanical Engineering,"Kasaragod, Kerala",KEAM,"Fees:  ₹ 260,000"
"Ghanshyam Hemlata Institute of Technology and Management, Puri",B.Tech Mechanical Engineering,"Puri, Odisha",NA,Exams:  JEE Main 
"MJRP College of Engineering and Technology, Jaipur",B. Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,NA
"Shri Krishan Institute of Engineering and Technology, Kurukshetra",B.Tech Mechanical Engineering,"Kurukshetra, Haryana",NA,"Fees:  ₹ 262,200"
"RD Foundation Group of Institutions, Ghaziabad",B.Tech Mechanical Engineering,"Ghaziabad, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"RB Institute of Technology, Agra ",Mechanical Engineering,"Poiya, Uttar Pradesh",NA,NA
"Dayanad Dinanath Institute of Technology, Kanpur ",Mechanical Engineering,"Ramaipur, Uttar Pradesh",NA,NA
"Institute of Engineering and Management, Mathura",Mechanacial Engineering,"Mathura, Uttar Pradesh",NA,NA
"JP Institute of Engineering and Technology, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",JEE,"Fees:  ₹ 371,308"
"FIT Group of Institutions, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",NA,NA
"Balaji Engineering College, Junagadh",B.Tech Mechanical Engineering,"Pipardi Timbo, Gujarat",NA,Exams:  GUJCET 
"Sir Vishveshwaraiah Institute of Science and Technology, Chittoor",B.Tech Mechanical Engineering,"Gownivaaripalli, Andhra Pradesh",AP,"Fees:  ₹ 184,800"
"Malhotra Technical Research Institute, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Maheshwara Engineering College, Hyderabad",B.Tech Mechanical Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 140,000"
"Maharishi Arvind International Institute of Technology, Kota",B.Tech Mechanical Engineering,"Kota, Rajasthan",JEE,"Fees:  ₹ 310,000"
"Maharishi Arvind College of Engineering and Research Centre, Jaipur",B.Tech Mechanical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 280,000"
"Prakash Institute of Engineering and Technology, Jabalpur",Mechanical Engineering,"Jabalpur, Madhya Pradesh",NA,NA
"Prakasam Engineering College, Prakasam",B.Tech Mechanical Engineering,"Kandukur, Andhra Pradesh",NA,"Fees:  ₹ 200,000"
"Pragati College of Engineering and Management, Raipur",BE Mechanical Engineering,"Sejbahar, Chhattisgarh",NA,NA
"Poojya Sane Guruji Vidya Prasarak Mandal's DN Patel College of Engineering, Nandurbar",BE Mechanical Engineering,"Untavad, Maharashtra",NA,Exams:  MAHA CET 
"Pink City Engineering College and Research Centre, Jaipur",B.Tech Mechanical Engineering,"Badanpura, Rajasthan",NA,NA
"Pathfinder Engineering College, Warangal",B.Tech Mechanical Engineering,"Warangal, Telangana",NA,NA
"Parisutham Institute of Technology and Science, Thanjavur",BE Mechanical Engineering,"Inathukanpatti, Tamil Nadu",NA,"Fees:  ₹ 395,600"
"Pannai College of Engineering and Technology, Sivaganga",BE Mechanical Engineering,"Kilangattur, Tamil Nadu",NA,NA
"Radiant Institute of Engineering and Technology, Abohar",B.Tech Mechanical Engineering,"Azimgarh, Punjab",NA,NA
"Paavai College of Engineering, Pachal",BE Mechanical Engineering,"Ananthakrishnarayasamudram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Paavaai Group of Institutions- School of Engineering, Pachal",B. Tech Mechanical Engineering,"Pachal, Tamil Nadu",NA,NA
"Ojaswini Institute of Management and Technology, Damoh",BE Mechanical Engineering,"Hathna, Madhya Pradesh",NA,NA
"Noor College of Engineering and Technology, Mahabubnagar",B.Tech Mechanical Engineering,"Mahabubnagar, Telangana",NA,NA
"NIMT Institute of Engineering and Technology, Jaipur",B.Tech Mechanical Engineering,"Kotputli, Rajasthan",NA,NA
"Nightingale Engineering College for Women, Visakhapatnam",Mechanical Engineering,"Gidijala, Andhra Pradesh",NA,NA
"Shree Ganesh Group of Institutions, Patiala",B.Tech Mechanical Engineering,"Rakhra, Punjab",NA,NA
"Shivani Engineering College, Tiruchirappalli",BE Mechanical Engineering,"Poolangulathupatti, Tamil Nadu",NA,NA
"Sha-Shib College of Technology, Bhopal",BE Mechanical Engineering,"Parwaliya Sadak, Madhya Pradesh",NA,NA
"Shanti Institute of Technology, Meerut",B.Tech Mechanical Engineering,"Meerut, Uttar Pradesh",NA,NA
"Shaheed Udham Singh College of Engineering and Technology, Mohali",B.Tech Mechanical Engineering,"Tangori, Punjab",JEE,"Fees:  ₹ 367,600"
"Seth Sriniwas Agarwal Institute of Engineering and Technology, Kanpur",B.Tech Mechanical Engineering,"Naramau, Uttar Pradesh",NA,NA
"Sembodai Rukmani Varatharajan Engineering College, Nagapattinam",BE Mechanical Engineering,"Sembodai, Tamil Nadu",NA,NA
"SECT Group of Institutes, Patiala",B.Tech Mechanical Engineering,"Rajpura, Punjab",NA,NA
"Modern Institute of Technology and Management, Kantabada",B.Tech Mechanical Engineering,"Bhubaneswar, Odisha",OJEE,"Fees:  ₹ 212,000"
"Modern Institute of Engineering and Technology, Kurukshetra",B.Tech Mechanical Engineering,"Kurukshetra, Haryana",NA,"Fees:  ₹ 260,000"
"Modern Engineering and Management Studies, Balasore",B.Tech Mechanical Engineering,"Kuruda, Odisha",JEE,"Fees:  ₹ 269,500"
"MNSK College of Engineering, Pudukkottai",BE Mechanical Engineering,"Pudukkottai, Tamil Nadu",NA,NA
"Merchant Engineering College, Basna",BE Mechanical Engineering,"Mehsana, Gujarat",JEE,"Fees:  ₹ 248,000"
"Mayurakshi Institute of Engineering and Technology, Jodhpur",B.Tech Mechanical Engineering,"Basni Karwar, Rajasthan",NA,NA
"Late Ramoti Devi Institute of Engineering, Ujjain",Mechanical Engineering,"Ujjain, Madhya Pradesh",NA,NA
"Laljibhai Chaturbhai Institute of Technology, Mehsana",B.Tech Mechanical Engineering,"Bhandu, Gujarat",NA,NA
"Lala Lajpat Rai Institute of Engineering and Technology, Moga",B.Tech Mechanical Engineering,"Moga, Punjab",NA,Exams:  JEE Main 
"Kurinji College of Engineering and Technology, Manapparai",BE Mechanical Engineering,"Chettiapatti, Tamil Nadu",NA,NA
"Kirodimal Institute of Technology, Raigarh",B.Tech Mechanical Engineering,"Raigarh, Chhattisgarh",JEE,"Fees:  ₹ 193,200"
"Kings Group of Institutions, Barnala",B.Tech Mechanical Engineering,"Barnala, Punjab",NA,NA
"Om College of Engineering, Wardha",B.Tech Mechanical Engineering,"Inzapur, Maharashtra",NA,"Fees:  ₹ 296,000"
"QIS Institute of Technology, Ongole",B.Tech Mechanical Engineering,"Vegamukkapalem, Andhra Pradesh",AP,"Fees:  ₹ 212,000"
"Rukmani Devi Institute of Science and Technology, Bhopal",BE Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Royal College of Technology, Indore",B.Tech Mechanical Engineering,"Indore, Madhya Pradesh",NA,NA
"Rayat-Bahra Innovative Institute of Technology and Management, Sonipat",B.Tech Mechanical Engineering,"Baraut, Haryana",NA,NA
"Roever Engineering College, Perambalur",BE Mechanical Engineering,"Elambalur, Tamil Nadu",NA,NA
"Sagar Institute of Research and Technology-Excellence, Bhopal",B.Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"Sadguru Swami Nithyananda Institute of Technology, Kasaragod",B.Tech Mechanical Engineering,"Kanhangad, Kerala",NA,Exams:  KEAM 
"Gonna Institute of Information Technology and Sciences, Visakhapatnam",B.Tech Mechanical Engineering,"Visakhapatnam, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Global Institute of Engineering and Science, Barwani",BE Mechanical Engineering,"Barwani, Madhya Pradesh",NA,NA
"Ghubaya College of Engineering and Technology, Firozpur",B.Tech Mechanical Engineering,"Fazilka, Punjab",NA,NA
"Garv Institute of Management and Technology, Bhilai",BE Mechanical Engineering,"Purai, Chhattisgarh",NA,NA
"Gargi Institute of Science and Technology, Bhopal",B. Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 180,000"
"Asan Memorial College of Engineering and Technology, Kancheepuram",BE Mechanical Engineering,"Kancheepuram, Tamil Nadu",NA,NA
"Arul College of Technology, Radhapuram",B. Tech Mechanical Engineering,"Soundarapandiapuram, Tamil Nadu",NA,NA
"ARM College of Engineering and Technology, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"Arkay College of Engineering and Technology, Nizamabad",B.Tech Mechanical Engineering,"Nizamabad, Telangana",NA,NA
"Archana Institute of Technology, Krishnagiri",BE Mechanical Engineering,"Nehru Puram, Tamil Nadu",NA,NA
"Apollo Priyadarshanam Institute of Technology, Kancheepuram",BE Mechanical Engineering,"Panruti, Tamil Nadu",NA,NA
"Annai Veilankanni's Group of Educational Institutions, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"Annai Mathammal Sheela Engineering College, Namakkal",BE Mechanical Engineering,"Erumapatti, Tamil Nadu",NA,NA
"Anjamma AGI Reddy Engineering College for Women, Hyderabad",Mechanical Engineering,"Hyderabad, Telangana",NA,NA
"Balaji Institute of Engineering and Technology, Chennai",BE Mechanical Engineering,"Chennai, Tamil Nadu",NA,NA
"Baba Kadhera Singh College of Engineering and Technology, Mathura",B.Tech Mechanical Engineering,"Sonkh Dehat, Uttar Pradesh",NA,NA
"Aurora's Seethaiah Engineering College, Nalgonda",Mechanical Engineering,"Hyderabad, Telangana",NA,NA
"Audisankara Institute of Technology, Gudur",B.Tech Mechanical Engineering,"Gudur, Andhra Pradesh",NA,NA
"ASL Pauls College of Engineering and Technology, Coimbatore",BE Mechanical Engineering,"Kinathukadavu, Tamil Nadu",NA,"Fees:  ₹ 130,000"
"Institute of Technology and Management, Aligarh",B.Tech Mechanical Engineering,"Aligarh, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Infant Jesus College of Engineering and Technology, Thoothukudi",BE Mechanical Engineering,"Vallanadu, Tamil Nadu",NA,NA
"Indraprastha Institute of Technology, JP Nagar",B.Tech Mechanical Engineering,"Shahbazpur Kalan, Uttar Pradesh",NA,"Fees:  ₹ 314,600"
"Gurindapalli Devanandam Mary Memorial College of Engineering and Technology for Women, Nandigama",B.Tech Mechanical Engineering,"Nandigama, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Dr Radhakrishnan Institute of Technology, Jaipur",B.Tech Mechanical Engineering,"Kalwara, Rajasthan",NA,"Fees:  ₹ 240,000"
"ES Engineering College, Villupuram",BE Mechanical Engineering,"Villupuram, Tamil Nadu",NA,NA
"ACME College of Engineering, Ghaziabad",B. Tech Mechanical Engineering,"Saunda, Uttar Pradesh",NA,NA
"Flora Institute of Technology, Pune",BE Mechanical Engineering,"Khopi, Maharashtra",NA,NA
"Fatima Michael College of Engineering and Technology, Madurai",BE Mechanical Engineering,"Varichiyur, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Ekalavya Institute of Technology, Chamarajanagar",BE Mechanical Engineering,"Chamarajanagar, Karnataka",NA,"Fees:  ₹ 166,360"
"Eastern Academy of Science and Technology, Khordha",B.Tech Mechanical Engineering,"Mahidharapara, Odisha",OJEE,"Fees:  ₹ 276,000"
"Aishwarya College of Engineering and Technology, Erode",BE Mechanical Engineering,"Paruvachi, Tamil Nadu",NA,NA
"Bhausaheb Mulik College of Engineering, Butibori",B. Tech Mechanical Engineering,"Buti Bori, Maharashtra",NA,NA
"Bhajarang Engineering College, Thiruvallur",BE Mechanical Engineering,"Veppampattu, Tamil Nadu",NA,NA
"Bansal Institute of Research and Technology, Bhopal",B.Tech Mechanical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 208,000"
"CMS College of Engineering, Namakkal",BE Mechanical Engineering,"Ernapuram, Tamil Nadu",NA,NA
"Chiranjeevi Reddy Institute of Engineering and Technology, Anantapur",B.Tech Mechanical Engineering,"Anantapur, Andhra Pradesh",NA,Exams:  AP EAMCET 
