Name,Branch,Place,Exams Accepted,Fees
"TSM Jain College of Technology, Villupuram",BE Civil Engineering,"Kilpoondi, Tamil Nadu",NA,NA
"Synergy Institute of Technology, Dewas",BE Civil Engineering,"Dewas, Madhya Pradesh",NA,NA
"Star Lion College of Engineering and Technology, Thanjavur",BE Civil Engineering,"Thanjavur, Tamil Nadu",NA,NA
"Stanley Stephen College of Engineering and Technology, Kurnool",B. Tech Civil Engineering,"Panchalingala, Andhra Pradesh",NA,NA
"Stani Memorial College of Engineering and Technology, Jaipur",B.Tech Civil Engineering,"Phagi, Rajasthan",JEE,"Fees:  ₹ 312,500"
"Stallion College For Engineering and Technology, Saharanpur",B.Tech Civil Engineering,"Chhutmalpur, Uttar Pradesh",NA,NA
"Srinivasa College of Engineering and Technology, East Godavari",B.Tech Civil Engineering,"Cheyyeru Gunnepalli, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sri Sivani College of Engineering, Nalgonda",B.Tech Civil Engineering,"Srikakulam, Andhra Pradesh",AP,"Fees:  ₹ 142,400"
"Sri Rangapoopathi College of Engineering, Villupuram",BE Civil Engineering,"Villupuram, Tamil Nadu",NA,NA
"Sri Ramanathan Engineering College, Tirupur",BE Civil Engineering,"Nadupatti, Tamil Nadu",NA,NA
"Sri Raghavendra Institute of Science and Technology, Nellore",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Technocrats Institute of Technology and Science, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 296,000"
"North Malabar Institute of Technology, Kasaragod",B.Tech Civil Engineering,"Kasaragod, Kerala",KEAM,"Fees:  ₹ 260,000"
"MJRP College of Engineering and Technology, Jaipur",B. Tech Civil Engineering,"Jaipur, Rajasthan",NA,NA
"Shri Krishan Institute of Engineering and Technology, Kurukshetra",B.Tech Civil Engineering,"Kurukshetra, Haryana",NA,"Fees:  ₹ 266,680"
"RD Foundation Group of Institutions, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",NA,NA
"Dayanad Dinanath Institute of Technology, Kanpur ",Civil Engineering,"Ramaipur, Uttar Pradesh",NA,NA
"JP Institute of Engineering and Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",JEE,"Fees:  ₹ 371,308"
"FIT Group of Institutions, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",NA,NA
"Balaji Engineering College, Junagadh",B.Tech Civil Engineering,"Pipardi Timbo, Gujarat",NA,Exams:  GUJCET 
"Sir Vishveshwaraiah Institute of Science and Technology, Chittoor",B.Tech Civil Engineering,"Gownivaaripalli, Andhra Pradesh",AP,"Fees:  ₹ 184,800"
"Malhotra Technical Research Institute, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Maheshwara Engineering College, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 140,000"
"Maharishi Arvind International Institute of Technology, Kota",B.Tech Civil Engineering,"Kota, Rajasthan",JEE,"Fees:  ₹ 310,000"
"Maharishi Arvind College of Engineering and Research Centre, Jaipur",B. Tech Civil Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 280,000"
"Prakash Institute of Engineering and Technology, Jabalpur",B. Tech Civil Engineering,"Jabalpur, Madhya Pradesh",NA,NA
"Prakasam Engineering College, Prakasam",B.Tech Civil Engineering,"Kandukur, Andhra Pradesh",NA,"Fees:  ₹ 200,000"
"Pragati College of Engineering and Management, Raipur",BE Civil Engineering,"Sejbahar, Chhattisgarh",NA,Exams:  JEE Main 
"Poojya Sane Guruji Vidya Prasarak Mandal's DN Patel College of Engineering, Nandurbar",BE Civil Engineering,"Untavad, Maharashtra",NA,Exams:  MAHA CET 
"Pink City Engineering College and Research Centre, Jaipur",B.Tech Civil Engineering,"Badanpura, Rajasthan",NA,NA
"Pathfinder Engineering College, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",NA,NA
"Parisutham Institute of Technology and Science, Thanjavur",BE Civil Engineering,"Inathukanpatti, Tamil Nadu",NA,"Fees:  ₹ 395,600"
"Pannai College of Engineering and Technology, Sivaganga",BE Civil Engineering,"Kilangattur, Tamil Nadu",NA,NA
"Radiant Institute of Engineering and Technology, Abohar",B.Tech Civil Engineering,"Azimgarh, Punjab",NA,NA
"Paavai College of Engineering, Pachal",BE Civil Engineering,"Ananthakrishnarayasamudram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Paavaai Group of Institutions- School of Engineering, Pachal",B. Tech Civil engineering,"Pachal, Tamil Nadu",NA,NA
"Ojaswini Institute of Management and Technology, Damoh",BE Civil Engineering,"Hathna, Madhya Pradesh",NA,NA
"Noor College of Engineering and Technology, Mahabubnagar",B.Tech Civil Engineering,"Mahabubnagar, Telangana",NA,NA
"NIMT Institute of Engineering and Technology, Jaipur",B.Tech Civil Engineering,"Kotputli, Rajasthan",NA,NA
"Nightingale Engineering College for Women, Visakhapatnam",Civil Engineering,"Gidijala, Andhra Pradesh",NA,NA
"Shree Ganesh Group of Institutions, Patiala",B.Tech Civil Engineering,"Rakhra, Punjab",NA,NA
"Shivani Engineering College, Tiruchirappalli",BE Civil Engineering,"Poolangulathupatti, Tamil Nadu",NA,NA
"Sha-Shib College of Technology, Bhopal",BE Civil Engineering,"Parwaliya Sadak, Madhya Pradesh",NA,NA
"Shanti Institute of Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",NA,NA
"Seth Sriniwas Agarwal Institute of Engineering and Technology, Kanpur",B.Tech Civil Engineering,"Naramau, Uttar Pradesh",NA,NA
"Sembodai Rukmani Varatharajan Engineering College, Nagapattinam",BE Civil Engineering,"Sembodai, Tamil Nadu",NA,NA
"SECT Group of Institutes, Patiala",B.Tech Civil Engineering,"Rajpura, Punjab",NA,NA
"Modern Institute of Technology and Management, Kantabada",B.Tech Civil Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 212,000"
"Modern Institute of Engineering and Technology, Kurukshetra",B.Tech Civil Engineering,"Kurukshetra, Haryana",NA,"Fees:  ₹ 260,000"
"Modern Engineering and Management Studies, Balasore",B.Tech Civil Engineering,"Kuruda, Odisha",JEE,"Fees:  ₹ 269,500"
"MNSK College of Engineering, Pudukkottai",BE Civil Engineering,"Pudukkottai, Tamil Nadu",NA,NA
"Merchant Engineering College, Basna",BE Civil Engineering,"Mehsana, Gujarat",JEE,"Fees:  ₹ 248,000"
"Mayurakshi Institute of Engineering and Technology, Jodhpur",B.Tech Civil Engineering,"Basni Karwar, Rajasthan",NA,NA
"Late Ramoti Devi Institute of Engineering, Ujjain",Civil Engineering,"Ujjain, Madhya Pradesh",NA,NA
"Laljibhai Chaturbhai Institute of Technology, Mehsana",B.Tech Civil Engineering,"Bhandu, Gujarat",NA,NA
"Lala Lajpat Rai Institute of Engineering and Technology, Moga",B.Tech Civil Engineering,"Moga, Punjab",NA,Exams:  JEE Main 
"Kirodimal Institute of Technology, Raigarh",B.Tech Civil Engineering,"Raigarh, Chhattisgarh",JEE,"Fees:  ₹ 193,200"
"Kings Group of Institutions, Barnala",B.Tech Civil Engineering,"Barnala, Punjab",NA,NA
"Om College of Engineering, Wardha",B.Tech Civil Engineering,"Inzapur, Maharashtra",NA,"Fees:  ₹ 296,000"
"QIS Institute of Technology, Ongole",B.Tech Civil Engineering,"Vegamukkapalem, Andhra Pradesh",AP,"Fees:  ₹ 212,000"
"Rukmani Devi Institute of Science and Technology, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Royal College of Technology, Indore",B.Tech Civil Engineering,"Indore, Madhya Pradesh",NA,NA
"Rayat-Bahra Innovative Institute of Technology and Management, Sonipat",B.Tech Civil Engineering,"Baraut, Haryana",NA,NA
"Roever Engineering College, Perambalur",BE Civil Engineering,"Elambalur, Tamil Nadu",NA,NA
"Sagar Institute of Research and Technology-Excellence, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"Safa College of Engineering and Technology, Kurnool",B.Tech Civil Engineering,"B. Thandrapadu, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sadguru Swami Nithyananda Institute of Technology, Kasaragod",B.Tech Civil Engineering,"Kanhangad, Kerala",NA,Exams:  KEAM 
"Gonna Institute of Information Technology and Sciences, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Global Institute of Engineering and Science, Barwani",BE Civil Engineering,"Barwani, Madhya Pradesh",NA,NA
"Ghubaya College of Engineering and Technology, Firozpur",B.Tech Civil Engineering,"Fazilka, Punjab",NA,NA
"Garv Institute of Management and Technology, Bhilai",BE Civil Engineering,"Purai, Chhattisgarh",NA,NA
"Gargi Institute of Science and Technology, Bhopal",B. Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 180,000"
"Asan Memorial College of Engineering and Technology, Kancheepuram",BE Civil Engineering,"Kancheepuram, Tamil Nadu",NA,NA
"Arul College of Technology, Radhapuram",B. Tech Civil Engineering,"Soundarapandiapuram, Tamil Nadu",NA,NA
"ARM College of Engineering and Technology, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,NA
"Arkay College of Engineering and Technology, Nizamabad",B.Tech Civil Engineering,"Nizamabad, Telangana",NA,NA
"Archana Institute of Technology, Krishnagiri",BE Civil Engineering,"Nehru Puram, Tamil Nadu",NA,NA
"Apollo Priyadarshanam Institute of Technology, Kancheepuram",BE Civil Engineering,"Panruti, Tamil Nadu",NA,NA
"Annai Veilankanni's Group of Educational Institutions, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,NA
"Annai Mathammal Sheela Engineering College, Namakkal",BE Civil Engineering,"Erumapatti, Tamil Nadu",NA,NA
"Balaji Institute of Engineering and Technology, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,NA
"Baba Kadhera Singh College of Engineering and Technology, Mathura",B.Tech Civil Engineering,"Sonkh Dehat, Uttar Pradesh",NA,NA
"AVS College of Engineering and Technology, Nellore",B.Tech Civil Engineering,"Chowtapalem, Andhra Pradesh",NA,NA
"Aurora's Seethaiah Engineering College, Nalgonda",Civil Engineering,"Hyderabad, Telangana",NA,NA
"Audisankara Institute of Technology, Gudur",B.Tech Civil Engineering,"Gudur, Andhra Pradesh",NA,NA
"ASL Pauls College of Engineering and Technology, Coimbatore",BE Civil Engineering,"Kinathukadavu, Tamil Nadu",NA,"Fees:  ₹ 130,000"
"Institute of Technology and Management, Aligarh",B.Tech Civil Engineering,"Aligarh, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Infant Jesus College of Engineering and Technology, Thoothukudi",BE Civil Engineering,"Vallanadu, Tamil Nadu",NA,NA
"Indraprastha Institute of Technology, JP Nagar",B.Tech Civil Engineering,"Shahbazpur Kalan, Uttar Pradesh",NA,"Fees:  ₹ 314,600"
"Gurindapalli Devanandam Mary Memorial College of Engineering and Technology for Women, Nandigama",B.Tech Civil Engineering,"Nandigama, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Dr Radhakrishnan Institute of Technology, Jaipur",B.Tech Civil Engineering,"Kalwara, Rajasthan",NA,"Fees:  ₹ 240,000"
"ES Engineering College, Villupuram",BE Civil Engineering,"Villupuram, Tamil Nadu",NA,NA
"ACME College of Engineering, Ghaziabad",B. Tech Civil Engineering,"Saunda, Uttar Pradesh",NA,NA
"Flora Institute of Technology, Pune",BE Civil Engineering,"Khopi, Maharashtra",NA,NA
"Fatima Michael College of Engineering and Technology, Madurai",BE Civil Engineering,"Varichiyur, Tamil Nadu",NA,"Fees:  ₹ 280,000"
"Ellenki Engineering College for Women, Medak",B. Tech Civil Engineering,"Hyderabad, Telangana",NA,NA
"Ekalavya Institute of Technology, Chamarajanagar",BE Civil Engineering,"Chamarajanagar, Karnataka",NA,"Fees:  ₹ 166,360"
"Eastern Academy of Science and Technology, Khordha",B.Tech Civil Engineering,"Mahidharapara, Odisha",OJEE,"Fees:  ₹ 276,000"
"Aishwarya College of Engineering and Technology, Erode",BE Civil Engineering,"Paruvachi, Tamil Nadu",NA,NA
"Bharathiyar Institute of Engineering for Women, Salem",BE Civil Engineering,"Thalaivasal, Tamil Nadu",NA,NA
"Bhajarang Engineering College, Thiruvallur",BE Civil Engineering,"Veppampattu, Tamil Nadu",NA,NA
"Bansal Institute of Research and Technology, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 208,000"
"CMS College of Engineering, Namakkal",BE Civil Engineering,"Ernapuram, Tamil Nadu",NA,NA
"Chiranjeevi Reddy Institute of Engineering and Technology, Anantapur",B.Tech Civil Engineering,"Anantapur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Cheran College of Engineering, Karur",BE Civil Engineering,"Karur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Chandy College of Engineering, Thoothukudi",BE Civil Engineering,"Thoothukudi, Tamil Nadu",NA,NA
"Delhi Technical Campus, Bahadurgarh",B.Tech Civil Engineering,"Barka Tabad, Haryana",JEE,"Fees:  ₹ 310,000"
"Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering, Machilipatnam",B.Tech Civil Engineering,"Chilakalapudi Rural, Andhra Pradesh",NA,Exams:  AP EAMCET 
"CT Institute of Engineering, Management and Technology, Jalandhar",B.Tech Civil Engineering,"Jalandhar, Punjab",JEE,"Fees:  ₹ 358,520"
"Jayaram College of Engineering and Technology, Thuraiyur",BE Civil Engineering,"Pagalavadi, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jaya Suriya Engineering College, Thiruvallur",BE Civil Engineering,"Koduvalli, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Jay Shriram Group of Institutions, Tirupur",BE Civil Engineering,"Avinashipalayam, Tamil Nadu",NA,NA
"Jawahar Education Society's Institute of Technology, Management and Research, Nashik",BE Civil Engineering,"Sawargaon, Maharashtra",NA,Exams:  MAHA CET 
"Jan Nayak Ch Devi Lal Memorial College of Engineering, Sirsa",B.Tech Civil Engineering,"Sirsa, Haryana",JEE,"Fees:  ₹ 184,000"
"Jahangirabad Institute of Technology, Barabanki",B.Tech Civil Engineering,"Jahangeerabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 274,000"
"Jagruti Institute of Engineering and Technology, Ibrahimpatnam",B.Tech Civil Engineering,"Toroor, Telangana",NA,Exams:  TS EAMCET 
"Cauvery College of Engineering and Technology, Tiruchirappalli",BE Civil Engineering,"Kulumani, Tamil Nadu",NA,NA
"CAPE Institute of Technology, Tirunelveli",BE Civil Engineering,"Tirunelveli, Tamil Nadu",NA,"Fees:  ₹ 161,600"
"CR Engineering College, Madurai",BE Civil Engineering,"Appanthiruppathi, Tamil Nadu",NA,NA
"Hi-Tech Institute of Technology, Aurangabad",BE Civil Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Hindustan College of Engineering, Kollam",B.Tech Civil Engineering,"Madathara, Kerala",KEAM,"Fees:  ₹ 240,000"
"Haryana Institute of Engineering and Technology, Kaithal",Civil Engineering,"Kaithal, Haryana",NA,"Fees:  ₹ 352,000"
"Gyan Ganga Institute of Technology and Management, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Indic Institute of Design and Research, Bhubaneswar",B.Tech Civil Engineering,"Tarakai, Odisha",NA,Exams:  OJEE 
"Ilahia School of Science and Technology, Ernakulam",B.Tech Civil Engineering,"Ernakulam, Kerala",NA,Exams:  KEAM 
"IIMT Institute of Engineering and Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 316,000"
"IASSCOM Fortune Institute of Technology, Bhopal",BE Civil Engineering,"Ratibad, Madhya Pradesh",NA,"Fees:  ₹ 182,400"
"IMT Institute of Management and Technology, Gwalior",Civil Engineering,"Gwalior, Madhya Pradesh",NA,NA
"Satyam Education and Social Welfare society Group of Institution's Satyam College, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Orissa Engineering College, Jatni",B.Tech Civil Engineering,"Harirajpur, Odisha",NA,NA
"Vindhya Institute of Technology and Science, Allahabad",B.Tech Civil Engineering,"Allahabad, Uttar Pradesh",NA,NA
"E-Max Institute of Engineering and Technology, Ambala",Civil Engineering,"Mullana, Haryana",NA,NA
"Haryana Institute of Technology, Bahadurgarh",B.Tech Civil Engineering,"Bahadurgarh, Haryana",NA,"Fees:  ₹ 260,000"
"Hindustan Institute of Technology and Management, Ambala",B.Tech Civil Engineering,"Ambala, Haryana",NA,Exams:  JEE Main 
"Mother Theresa Institute of Engineering and Technology, Chittoor",BE Civil Engineering,"Malleru, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Priyadarshini Institute of Technology, Nellore",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",NA,Exams:  AP EAMCET 
"HR Institute of Engineering and Technology, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",NA,Exams:  UPSEE 
"Musaliar College of Engineering, Thiruvananthapuram",B.Tech Civil Engineering,"Chirayinkeezhu, Kerala",NA,"Exams:  JEE Main ,  KEAM "
"Excel College of Engineering for Women, Namakkal",Civil Engineering,"Namakkal, Tamil Nadu",NA,NA
"Mother Terasa College of Engineering and Technology, Pudukkottai",BE Civil Engineering,"Veerapatti, Tamil Nadu",NA,NA
"Maharana Pratap College of Engineering, Kanpur",B.Tech Civil Engineering,"Mandhana, Uttar Pradesh",NA,NA
"Dr KN Modi Engineering College, Modinagar",B.Tech Civil Engineering,"Modinagar, Uttar Pradesh",NA,NA
"Aringer Anna College of Engineering and Technology, Dindigul",BE Civil Engineering,"Sriperumbudur, Tamil Nadu",NA,NA
"Jainee College of Engineering and Technology, Aathupattiprivu",BE Civil Engineering,"Dindigul, Tamil Nadu",NA,NA
"Vishnu Lakshmi College of Engineering and Technology, Vellalore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Hon Shri Babanrao Pachpute Vichardhara Trust's Group of Institutions, Shrigonda",BE Civil Engineering,"Jangalewadi, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Lingaya's GVKS Institute of Management and Technology, Faridabad",B.Tech Civil Engineering,"Kanwara, Haryana",JEE,"Fees:  ₹ 455,000"
"Sai Ganapathi Engineering College, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 177,200"
"Jain AGM Institute of Technology, Jamakandi",BE Civil Engineering,"Jamkhandi Rural, Karnataka",KCET,"Fees:  ₹ 240,000"
"Manoharbhai Patel Institute of Engineering and Technology, Shahapur Bhandara",BE Civil Engineering,"Shahapur, Maharashtra",NA,Exams:  JEE Main 
"Veerayatan Institute of Engineering, Haripar",BE Civil Engineering,"Kutch, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"Aurobindo Institute of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Sheriguda, Telangana",NA,NA
"Mahatma Gandhi Missions College of Engineering and Technology, Noida",B.Tech Civil Engineering,"Noida, Uttar Pradesh",NA,"Fees:  ₹ 288,000"
"Krishna Vidyapeeth of Management and Technology, Bhiwani",B.Tech Civil Engineering,"Siwanirural, Haryana",NA,NA
"Himachal Institute of Technology, Sirmour",B.Tech Civil Engineering,"Paonta Sahib, Himachal Pradesh",NA,NA
"Lakshmi Narain College of Technology and Science, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",NA,NA
"Naraini Group of Institutions, Karnal",B.Tech Civil Engineering,"Chirao, Haryana",NA,Exams:  JEE Main 
"Balaji Institute of Engineering and Management Studies, Nellore",B.Tech Civil Engineering,"North Rajupalem, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Andhra Engineering College, Nellore",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Prime Institute of Engineering and Technology, Navsari",BE Civil Engineering,"Mangrol, Gujarat",NA,Exams:  MAHA CET 
"IK Gujral Punjab Technical University Campus, Hoshiarpur",B.Tech Civil Engineering Lateral Entry,"Hoshiarpur, Punjab",NA,NA
"FD Mubin Degree College of Engineering, Bahiyal",B.Tech Civil Engineering,"Bahiyal, Gujarat",NA,NA
"Shri Rawatpura Sarkar Institute of Technology, Jabalpur",BE Civil Engineering,"Jabalpur, Madhya Pradesh",NA,NA
"Bhabha University, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Arni University, Kathgarh",B.Tech Civil Engineering,"Kangra, Himachal Pradesh",NA,NA
"Rajahmundry Engineering College, Rajahmundry",B.Tech Civil Engineering,"Rajahmundry, Andhra Pradesh",NA,NA
"ICFAI University, Raipur",B.Tech Civil Engineering,"Raipur, Chhattisgarh",JEE,"Fees:  ₹ 277,600"
"Sri Siddhartha Academy of Higher Education, Tumkur",BE Civil Engineering,"Tumkur, Karnataka",NA,NA
"BKR College of Engineering and Technology, Tiruvallur",BE Civil Engineering,"Thiruthani, Tamil Nadu",NA,NA
"EVM College of Engineering and Technology, Guntur",B. Tech Civil Engineering,"Narasaraopet, Andhra Pradesh",NA,NA
"Vidya Niketan Institute of Engineering and Technology, Nagpur",BE Civil Engineering,"Wadi, Maharashtra",NA,NA
"Shri Babulalji Agnihotri College of Engineering, Wardha",B.Tech Civil Engineering,"Wardha, Maharashtra",NA,NA
"SND College of Engineering and Research Center, Yavatmal",BE Civil Engineering,"Nandur, Maharashtra",NA,NA
"VSA School of Engineering and School of Management, Salem",BE Civil Engineering,"Salem, Tamil Nadu",NA,Exams:  JEE Main 
"Veerammal College of Engineering, Dindigul",BE Civil Engineering,"Sengattampatti, Tamil Nadu",NA,NA
"Stella Mary's College of Engineering, Kanyakumari",BE Civil Engineering,"Kanyakumari, Tamil Nadu",NA,NA
"SACS MAVMM Engineering College, Madurai",BE Civil Engineering,"Madurai, Tamil Nadu",JEE,"Fees:  ₹ 160,000"
"Professional Group of Institutions, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Lakshmi Chand Rajani College of Engineering and Technology, Thiruvallur",BE Civil Engineering,"Thiruthani, Tamil Nadu",NA,NA
"Karaikudi Institute of Technology, Karaikudi",BE Civil Engineering,"Thalakavoor, Tamil Nadu",NA,NA
"KSK College of Engineering and Technology, Cuddalore",BE Civil Engineering,"Valaiyapettai, Tamil Nadu",NA,NA
"Jairupaa College of Engineering, Tirupur",BE Civil Engineering,"Tiruppur, Tamil Nadu",NA,NA
"Balamani Arunachalam Engineering College, Kancheepuram ",Civil Engineering,"Sattamangalam, Tamil Nadu",NA,NA
"Surya World University, Patiala",B. Tech Civil Engineering,"Noshera, Punjab",NA,NA
"Aklia College of Engineering and Management Technology, Bathinda",B.Tech Civil Engineering,"Goniana, Punjab",NA,Exams:  JEE Main 
"Panineeya Institute of Technology and Science, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,NA
"Swarnadhara College of Engineering and Technology, Narsapur",B.Tech Civil Engineering,"Ramannapalem, Andhra Pradesh",NA,NA
"Don Bosco Institute of Technology and Science, Guntur",B.Tech Civil Engineering,"Pulladigunta, Andhra Pradesh",NA,NA
"Basavaraju Krishna Bai Laxmi Educational Society Group of Institutions Faculty of Engineering, Ibrahimpatnam",B. Tech Civil Engineering,"Ibrahimpatnam, Telangana",NA,NA
"Vishwa Bharathi Institute of Technology and Sciences, Ranga Reddy",B.Tech Civil Engineering,"Nadergul, Telangana",NA,NA
"Sri YPR College of Engineering and Technology, Medak",B. Tech Civil Engineering,"Haveli Ghanpur, Telangana",NA,NA
"Seshachala Institute of Engineering and Technology, Puttur",B.Tech Civil Engineering,"Gollakandriga, Andhra Pradesh",NA,NA
"Sakthi Engineering College, Thiruninravur",BE Civil Engineering,"Thiruninravur, Tamil Nadu",NA,NA
"SB Institute of Engineering and Technology, Kaithal",B.Tech Civil Engineering,"Pundri, Haryana",NA,"Fees:  ₹ 255,000"
"Career Point University, Hamirpur",B.Tech Civil Engineering,"Hamirpur, Himachal Pradesh",NA,Exams:  JEE Main 
"Sri Vasavi Institute of Engineering and Technology, Peravali",B.Tech Civil Engineering,"Pedana, Andhra Pradesh",NA,NA
"Prienceton College of Engineering and Technology , Ghatkesar",B. Tech Civil Engineering,"Ankushapur, Telangana",NA,NA
"Institute of Information Technology and Management, Gwalior",BE Civil Engineering,"Gwalior, Madhya Pradesh",NA,NA
"ICFAI University, Himachal Pradesh",B.Tech Civil Engineering,"Solan, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"Starex University, Gurugram",B.Tech Civil Engineering,"Gurugram, Haryana",NA,NA
"Ganeshi Lal Narayandas Agarwal Institute of Technology, Mathura",Civil Engineering,"Bharthia, Uttar Pradesh",NA,NA
"College of Engineering and Rural Technology, Meerut",B.Tech Civil Engineering,"Meerut, Uttar Pradesh",UPSEE,"Fees:  ₹ 313,000"
"Gian Jyoti Institute of Management and Technology, Patiala",B.Tech Civil Engineering,"Mohali, Punjab",JEE,"Fees:  ₹ 320,340"
"Surya School of Engineering and Technology, Patiala",B.Tech Civil Engineering,"Bapraur, Punjab",NA,NA
"Doaba Faculty of Engineering and Technology, Nawanshahr",B.Tech Civil Engineering,"Nawanshahr, Punjab",NA,NA
"Vaageshwari College of Engineering, Karim Nagar",B.Tech Civil Engineering,"Subhashnagar, Telangana",NA,Exams:  TS EAMCET 
"Shri Rawatpura Sarkar Institute of Technology and Science, Datia",B.Tech Civil Engineering,"Dagurai, Madhya Pradesh",JEE,"Fees:  ₹ 208,000"
"Veer Kunwar Institute of Technology, Bijnor",B.Tech Civil Engineering,"Alampur Dhapi, Uttar Pradesh",NA,Exams:  UPSEE 
"Vedant Institute of Management and Technology, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Kandula Srinivasa Reddy College of Engineering, Cuddapah",B.Tech Civil Engineering,"Krishnapuram Village, Andhra Pradesh",AP,"Fees:  ₹ 267,000"
"Haji Mohammad Khasim Saheb and Mohammad Galab Saheb College of Engineering, Guntur",B.Tech Civil Engineering,"Cherukupalli, Andhra Pradesh",NA,NA
"Sri Bharathi Engineering College for Women, Tiruchirappalli",B.E Civil Engineering,"Tiruchirappalli, Tamil Nadu",NA,NA
"Sree Vaanmayi Institute of Engineering and Technology, Nalgonda",B.Tech Civil Engineering,"Bibinagar, Telangana",NA,NA
"Sree Narayana Guru College of Engineering and Technology, Kannur",B.Tech Civil Engineering,"Kannur, Kerala",NA,NA
"Srajan Institute of Technology, Management and Science, Ratlam",BE Civil Engineering,"Ratlam, Madhya Pradesh",NA,Exams:  MAHA CET 
"Sonipat Institute of Engineering and Management, Sonipat",Civil Engineering.,"Barwasni, Haryana",NA,NA
"SIVA Institute of Frontier Technology, Thiruvallur",Civil Engineering,"Thervoy Kandigai, Tamil Nadu",NA,NA
"Sri Krishna School of Engineering and Management, Bangalore",Civil Engineering,"Bangalore, Karnataka",NA,NA
"Varadha Reddy College of Engineering, Warangal",B. Tech Civil Engineering,"Anantasagar Colony, Telangana",NA,NA
"Yugantar Institute of Technology and Management, Rajnandgaon",BE Civil Engineering,"Thekwa, Chhattisgarh",NA,"Exams:  JEE Main ,  CG PET "
"Younus Institute of Technology, Kollam",B.Tech Civil Engineering,"Kannanalloor, Kerala",KEAM,"Fees:  ₹ 160,000"
"Younus College of Engineering, Kollam",B.Tech Civil Engineering,"Kollam, Kerala",NA,NA
"Vins Christian Womens College of Engineering, Nagercoil",BE Civil Engineering,"Nagercoil, Tamil Nadu",NA,"Fees:  ₹ 250,000"
