Name,Branch,Place,Exams Accepted,Fees
"Shivalik College of Engineering, Dehradun",B.Tech Civil Engineering,"Singhniwala, Uttarakhand",JEE,"Fees:  ₹ 248,000"
"Global College of Engineering and Technology, Kadapa",B.Tech Civil Engineering,"Chinnamachupalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Gandhi Institute for Technological Advancement, Bhubaneswar",B.Tech Civil Engineering,"Badaraghunathpur, Odisha",JEE,"Fees:  ₹ 437,000"
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",BE Civil Engineering,"Panvel, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"East West College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 2,000,000"
"Rai University, Ahmedabad",B.Tech Civil Engineering,"Saroda, Gujarat",NA,"Fees:  ₹ 256,000"
"Jagannath University, Jaipur",B.Tech Civil Engineering,"Jaisinghpura, Rajasthan",JEE,"Fees:  ₹ 420,000"
National Institute of Technology Nagaland,B.Tech Civil Engineering,"Dimapur, Nagaland",JEE,"Fees:  ₹ 536,150"
"William Carey University, Shillong",B.Tech Cement Engineering,"Shillong, Meghalaya",NA,NA
"KDK College of Engineering, Nagpur",BE Civil Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 340,053"
"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 396,000"
"Jorhat Institute of Science and Technology, Jorhat",BE Civil Engineering,"Jorhat, Assam",NA,NA
"GS Mandal's Marathwada Institute of Technology, Aurangabad",BE Civil Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 308,000"
"Mangalam College of Engineering, Kottayam",B.Tech Civil Engineering,"Ettumanoor, Kerala",KEAM,"Fees:  ₹ 300,000"
"Mahaveer Institute of Science and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 240,000"
"RVS College of Engineering and Technology, Jamshedpur",B.Tech Civil Engineering,"Idalbera, Jharkhand",JEECE,"Fees:  ₹ 357,600"
"DMI College of Engineering, Chennai",BE Civil Engineering,"Chembarambakkam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"College of Engineering and Technology, Akola",BE Civil Engineering,"Babhulgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Golden Valley Integrated Campus, Madanapalle",B.Tech Civil Engineering,"Madanapalle, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Priyadarshini Institute of Technology and Management, Guntur",B.Tech Civil Engineering,"Pulladigunta, Andhra Pradesh",NA,Exams:  AP EAMCET 
"JLU School of Engineering and Technology, Bhopal",B.Tech Civil Engineering,"Mali Khedi, Madhya Pradesh",NA,NA
"Parul University, Vadodara",B.Tech Civil Engineering,"Waghodia, Gujarat",NA,NA
"Symbiosis Skills and Open University, Pune",B.Tech Construction Engineering and Management,"Dehu Road, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Rajiv Gandhi College of Engineering, Sriperumbudur",BE Civil Engineering,"Valarpuram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Don Bosco College of Engineering and Technology, Guwahati",B.Tech Civil Engineering,"Guwahati, Assam",NA,Exams:  JEE Main 
"Mahendra Engineering College, Namakkal",BE Civil Engineering,"Mallasamudram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"GH Raisoni Institute of Engineering and Technology, Pune",BE Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 390,600"
"IES Institute of Technology and Management, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"Hemnalini Memorial College of Engineering, Kalyani",B.Tech Civil Engineering,"Haringhata, West Bengal",NA,Exams:  WBJEE 
"Exalt College of Engineering and Technology, Hajipur",B.Tech Civil Engineering,"Patna, Bihar",NA,NA
"Institute of Engineering and Technology, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",NA,"Fees:  ₹ 238,000"
"KK College of Engineering and Management, Nalanda",B.Tech Civil Engineering,"Nalanda, Bihar",NA,NA
"Sal Institute of Technology and Engineering Research, Ahmedabad",BE Civil Engineering,"Ahmedabad, Gujarat",JEE,"Fees:  ₹ 192,000"
"Ram Devi Jindal Group of Institutions, Mohali",B.Tech Civil Engineering,"Jaula Khurd, Punjab",NA,Exams:  JEE Main 
"SVS College of Engineering, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"SS College of Engineering, Udaipur",B.Tech Civil Engineering,"Umra, Rajasthan",JEE,"Fees:  ₹ 308,000"
"Francis Xavier Engineering College, Tirunelveli",BE Civil Engineering,"Tirunelveli, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Alard College of Engineering and Management, Pune",BE Civil Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 297,000"
"Ch Devi Lal State Institute of Engineering and Technology, Sirsa",B.Tech Civil Engineering,"Sirsa, Haryana",NA,"Fees:  ₹ 158,000"
"Sai Nath College, Agra",B.Tech Civil Engineering,"Agra, Uttar Pradesh",NA,NA
"Bharat College of Engineering, Thane",BE Civil Engineering,"Thane, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Basav Engineering School of Technology, Zalki",BE Civil Engineering,"Zalki, Karnataka",NA,NA
"Vidya Vikas Education Trust's Technical Campus, Thane",B. Tech Civil Engineering,"Kaman, Maharashtra",NA,NA
"Dnyanshree Institute of Engineering and Technology, Satara",BE Civil Engineering,"Gajawadi, Maharashtra",NA,Exams:  MAHA CET 
"Nadimpalli Satyanarayana Raju Institute of Technology, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",NA,"Fees:  ₹ 200,000"
"Sri Indu College of Engineering and Technology, Ibrahimpatnam",B.Tech Civil Engineering,"Sheriguda, Telangana",TS,"Fees:  ₹ 304,000"
"Trinity College of Engineering and Research, Pune",B.Tech Civil Engineering,"Yewalewadi, Maharashtra",JEE,"Fees:  ₹ 368,320"
"Oriental Institute of Science and Technology, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 312,000"
"Pydah College of Engineering, Kakinada",B.Tech Civil Engineering,"Chollangi Peta, Andhra Pradesh",NA,Exams:  AP EAMCET 
"SKN Sinhgad College of Engineering, Korti",BE Civil Engineering,"Pandharpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Geeta Engineering College, Panipat",B.Tech Civil Engineering,"Naraina, Haryana",NA,"Fees:  ₹ 240,000"
"Angadi Institute of Technology and Management, Belgavi",BE Civil Engineering,"Belgaum, Karnataka",KCET,"Fees:  ₹ 200,000"
"Atmiya Institute of Technology and Science, Rajkot",BE Civil Engineering,"Rajkot, Gujarat",NA,"Fees:  ₹ 288,000"
"JS Institute of Management and Technology, Shikohabad",B.Tech Civil Engineering,"Shikohabad, Uttar Pradesh",NA,NA
"Alpha College of Engineering and Technology, Kalol",BE Civil Engineering,"Khatraj, Gujarat",GUJCET,"Fees:  ₹ 220,000"
"Bangalore Technological Institute, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 200,000"
"Brindavan College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,Exams:  COMEDK UGET 
"ACE College of Engineering, Thiruvananthapuram",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",NA,Exams:  KEAM 
"Shoolini University of Biotechnology and Management Sciences, Solan",B.Tech Civil Engineering,"Solan, Himachal Pradesh",JEE,"Fees:  ₹ 551,200"
"Alliance University, Bangalore",B.Tech Civil Engineering,"Bangalore, Karnataka",JEE,"Fees:  ₹ 625,000"
"LNCT University, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Muthayammal Engineering College, Namakkal",BE Civil Engineering,"Kakkaveri, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"PA College of Engineering, Mangalore",BE Civil Engineering,"Mangalore, Karnataka",KCET,"Fees:  ₹ 500,000"
"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",B.Tech Civil Engineering,"Fatehgarh Sahib, Punjab",JEE,"Fees:  ₹ 298,000"
"Erode Sengunthar Engineering College, Thudupathi",BE Civil Engineering,"Thudupathi, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Supaul College of Engineering, Supaul",B.Tech Civil Engineering,"Supaul, Bihar",NA,NA
"The Assam Kaziranga University, Jorhat",B.Tech Civil Engineering,"Jorhat, Assam",JEE,"Fees:  ₹ 520,000"
"St Joseph's College of Engineering and Technology, Palai",B.Tech Civil Engineering,"Choondacherry, Kerala",KEAM,"Fees:  ₹ 365,600"
"Bankura Unnayani Institute of Engineering, Bankura",B.Tech Civil Engineering,"Pohabagan, West Bengal",JEE,"Fees:  ₹ 365,400"
"Dehradun Institute of Technology, Dehradun",B.Tech Civil Engineering,"Dehradun, Uttarakhand",NA,"Fees:  ₹ 881,500"
"BP Mandal College of Engineering, Madhepura",B.Tech Civil Engineering,"Madhepura, Bihar",NA,NA
"DY Patil School of Engineering Academy, Ambi",BE Civil Engineering,"Talegaon Dabhade, Maharashtra",JEE,"Fees:  ₹ 260,000"
"Jharkhand Rai University, Ranchi",B.Tech Civil Engineering,"Ranchi, Jharkhand",NA,NA
"Sarvepalli Radhakrishnan University, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"Kallam Haranadha Reddy Institute of Technology, Guntur",B.Tech Civil Engineering,"Chowdavaram, Andhra Pradesh",JEE,"Fees:  ₹ 200,800"
"Rao Bahadur Y Mahabaleshwarappa Engineering College, Bellary",BE Civil Engineering,"Ballari, Karnataka",COMEDK,"Fees:  ₹ 92,000"
"Murshidabad College of Engineering and Technology, Murshidabad",B.Tech Civil Engineering,"Berhampore, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"St Peter's College of Engineering and Technology, Chennai",BE Civil Engineering,"Avadi, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"St Marys Group of Institutions, Guntur",B.Tech Civil Engineering,"Narakoduru, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"St Ann's College of Engineering and Technology, Chirala",B.Tech Civil Engineering,"Nayani Palli Rural, Andhra Pradesh",AP,"Fees:  ₹ 200,000"
"World College of Technology and Management, Gurgaon",B.Tech Civil Engineering,"Farukh Nagar, Haryana",NA,"Fees:  ₹ 324,000"
"KMEA Engineering College, Ernakulam",B.Tech Civil Engineering,"Pukkattupady, Kerala",KEAM,"Fees:  ₹ 275,000"
"Sagar Institute of Science, Technology and Research, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 208,000"
"Don Bosco College of Engineering, Goa",B.Tech Civil Engineering,"Margao, Goa",NA,Exams:  GCET 
"KLE Society's BV Bhoomaraddi College of Engineering and Technology, Hubli",B. Tech Civil Engineering,"Hubli, Karnataka",NA,NA
"Mahatma Basaweshwar Education Society's College of Engineering, Ambajogai",BE Civil Engineering,"Ambajogai, Maharashtra",NA,Exams:  MAHA CET 
"AKS University, Satna",B.Tech Civil Engineering,"Satna, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"St Joseph University, Dimapur",B.Tech Civil Engineering,"Dimapur, Nagaland",NA,NA
"Mahendra Institute of Technology, Tiruchengode",BE Civil Engineering,"Tiruchengode, Tamil Nadu",NA,NA
"PR Pote College of Engineering and Management, Amravati",BE Civil Engineering,"Amravati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"PM College of Engineering, Sonipat",B.Tech Civil Engineering,"Bhuri, Haryana",NA,NA
"Sri Indu Institute of Engineering and Technology, Ibrahimpatnam",B.Tech Civil Engineering,"Sheriguda, Telangana",TS,"Fees:  ₹ 140,000"
"Andhra Loyola Institute of Engineering and Technology, Vijayawada",B.Tech Civil Engineering,"Vijayawada, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Jagadambha College of Engineering and Technology, Yavatmal",BE Civil Engineering,"Yavatmal, Maharashtra",NA,NA
"Government Engineering College, Bharatpur",B.Tech Civil Engineering,"Bharatpur, Rajasthan",NA,"Fees:  ₹ 274,000"
"Ellenki College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Bharat Institute of Engineering and Technology, Ibrahimpatnam",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 268,000"
"RVS Technical Campus, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Agra College, Agra",B.Tech Civil Engineering,"Agra, Uttar Pradesh",NA,NA
"Dhanalakshmi Srinivasan Institute of Technology, Tiruchirappalli",BE Civil Engineering,"Manickapuram, Tamil Nadu",NA,NA
"Satyasai Engineering College, Balasore",B.Tech Civil Engineering,"Balasore, Odisha",NA,Exams:  JEE Main 
"Government Engineering College, Banswara",B.Tech Civil Engineering,"Banswara, Rajasthan",NA,"Fees:  ₹ 240,000"
"Oxford College of Engineering and Management, Bhubaneswar",B.Tech Civil Engineering,"Ramachandrapur, Odisha",JEE,"Fees:  ₹ 180,000"
"Gateway Institute of Engineering and Technology, Sonipat",B.Tech Civil Engineering,"Sonipat, Haryana",JEE,"Fees:  ₹ 320,000"
"BGS Institute of Technology, Mandya",BE Civil Engineering,"Metimellahalli, Karnataka",COMEDK,"Fees:  ₹ 500,000"
"Dr T Thimmaiah Institute of Technology, Kolar",BE Civil Engineering,"Kolar, Karnataka",KCET,"Fees:  ₹ 220,000"
"College of Engineering, Bhubaneswar",B.Tech Civil Engineering,"Bhubaneshwar, Odisha",NA,"Fees:  ₹ 236,000"
"Chalapathi Institute of Technology, Guntur",B.Tech Civil Engineering,"Mothadaka, Andhra Pradesh",NA,Exams:  AP EAMCET 
"JCT College of Engineering and Technology, Pichanur",BE Civil Engineering,"Pichanur, Tamil Nadu",NA,NA
"BSA College of Engineering and Technology, Mathura",B.Tech Civil Engineering,"Mathura, Uttar Pradesh",UPSEE,"Fees:  ₹ 289,200"
"BRCM College of Engineering and Technology, Bhiwani",B.Tech Civil Engineering,"Bhiwani, Haryana",JEE,"Fees:  ₹ 363,600"
"Bonam Venkata Chalamayya Engineering College, Odalarevu",B.Tech Civil Engineering,"Odalarevu, Andhra Pradesh",JEE,"Fees:  ₹ 220,000"
"HJD Institute of Technical Education and Research, Kutch",BE Civil Engineering,"Kera, Gujarat",JEE,"Fees:  ₹ 240,000"
"St Joseph College of Engineering, Sriperumbudur",BE Civil Engineering,"Kanchipuram, Tamil Nadu",NA,NA
"Ganpat University, Mehsana",B.Tech Civil Engineering,"Mulsan, Gujarat",GUJCET,"Fees:  ₹ 408,000"
"Jawaharlal Nehru Technological University, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 40,000"
"KR Mangalam University, Gurgaon",B.Tech Civil Engineering,"Sohna, Haryana",NA,"Fees:  ₹ 700,000"
"ITM Vocational University, Vadodara",B.Tech Civil Engineering,"Vadodara, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"RR Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,"Fees:  ₹ 200,000"
"Siddhant College of Engineering, Pune",B.Tech Civil Engineering,"Sudumbre, Maharashtra",NA,"Fees:  ₹ 301,240"
"St Peter's Engineering College, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 260,000"
"Babu Banarasi Das National Institute of Technology and Management, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 453,212"
"UV Patel College of Engineering, Mehsana",B.Tech Civil Engineering,"Mulsan, Gujarat",GUJCET,"Fees:  ₹ 288,000"
"Rajiv Gandhi College of Engineering, Research and Technology, Chandrapur",B.Tech Civil Engineering,"Chandrapur, Maharashtra",NA,"Fees:  ₹ 404,000"
"LBS Institute of Technology for Women, Thiruvananthapuram",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",KEAM,"Fees:  ₹ 140,000"
"AVN Institute of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Ibrahimpatnam, Telangana",TS,"Fees:  ₹ 256,000"
"Government Engineering College, Patan",BE Civil Engineering,"Patan, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Calcutta Institute of Technology, Howrah",B.Tech Civil Engineering,"Howrah, West Bengal",JEE,"Fees:  ₹ 300,000"
"Government Engineering College, Chamarajanagar",BE Civil Engineering,"Chamarajanagar, Karnataka",NA,Exams:  KCET 
"MAM College of Engineering, Tiruchirappalli",BE Civil Engineering,"Siruganur, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Navsahyadri Group of Institutes, Pune",BE Civil Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Narayana Engineering College, Nellore",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",NA,"Fees:  ₹ 231,200"
"Government Engineering College, Mandya",BE Civil Engineering,"Krishnarajpete, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Shiva Institute of Engineering and Technology, Bilaspur",B.Tech Civil Engineering,"Chandpur, Himachal Pradesh",NA,"Exams:  JEE Main ,  HPCET "
"Krishna Engineering College, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",JEE,"Fees:  ₹ 389,708"
"Anjalai Ammal Mahalingam Engineering College, Tiruvarur",BE Civil Engineering,"Kovilvenni, Tamil Nadu",NA,"Fees:  ₹ 180,000"
"Greater Noida Institute of Technology, Greater Noida",B.Tech Civil Engineering,"Greater Noida, Uttar Pradesh",UPSEE,"Fees:  ₹ 416,780"
"Government Engineering College, Mainpuri",B.Tech Civil Engineering,"Mainpuri, Uttar Pradesh",UPSEE,"Fees:  ₹ 210,000"
"Techno Global University, Shillong",B.Tech Civil Engineering Lateral Entry,"Shillong, Meghalaya",NA,NA
"Shri Ramswaroop Memorial University, Barabanki",B.Tech Civil Engineering,"Barabanki, Uttar Pradesh",NA,"Fees:  ₹ 525,000"
"Mangalore Marine College and Technology, Mangalore",BE Civil Engineering,"Kuppepadav, Karnataka",COMEDK,"Fees:  ₹ 400,000"
"Shree Ramchandra College of Engineering, Pune",BE Civil Engineering,"Pune, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Vaagdevi College of Engineering, Warangal",B.Tech Civil Engineering,"Warangal, Telangana",TS,"Fees:  ₹ 243,000"
"Tulsiramji Gaikwad Patil College of Engineering and Technology, Nagpur",BE Civil Engineering,"Mohgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Tamilnadu College of Engineering, Coimbatore",BE Civil Engineering,"Karumathampatti, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Vikrant Institute of Technology and Management, Indore",BE Civil Engineering,"Harnya Khedi, Madhya Pradesh",NA,NA
"Cambridge Institute of Technology, Ranchi",B.Tech Civil Engineering,"Tatisilwai, Jharkhand",JEE,"Fees:  ₹ 285,000"
"JB Institute of Technology, Dehradun",B.Tech Civil Engineering,"Dehradun, Uttarakhand",NA,Exams:  JEE Main 
"Shivdan Singh Institute of Technology and Management, Aligarh",B.Tech Civil Engineering,"Aligarh, Uttar Pradesh",UPSEE,"Fees:  ₹ 340,000"
"City Engineering College, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 154,000"
"ACT College of Engineering and Technology, Kancheepuram",BE Civil Engineering,"Rettamangalam, Tamil Nadu",NA,NA
"Annamacharya Institute of Technology and Sciences, Kadapa",B.Tech Civil Engineering,"Kadapa, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Dhanalakshmi Srinivasan Engineering College, Perambalur",BE Civil Engineering,"Keelakkarai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Annie Institute of Technology and Research Centre, Chhindwara",BE Civil Engineering,"Thuniya Bhand, Madhya Pradesh",NA,NA
"University VOC College of Engineering, Thoothukudi",BE Civil Engineering,"Thoothukudi, Tamil Nadu",NA,NA
"Maulana Azad University, Jodhpur",B.Tech Civil Engineering,"Jodhpur, Rajasthan",NA,NA
"Rajiv Gandhi University of Knowledge Technologies, Hyderabad",B.Tech. Civil Engineering,"Hyderabad, Telangana",NA,"Fees:  ₹ 72,000"
"Regional Institute of Science and Technology, Meghalaya",B.Tech Civil Engineering,"Jorabat, Meghalaya",NA,Exams:  JEE Main 
"Swami Vivekananda Institute of Science and Technology, Kolkata",B.Tech Civil Engineering,"Sonarpur, West Bengal",JEE,"Fees:  ₹ 351,000"
"Malla Reddy Institute of Technology and Sciences, Secunderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",JEE,"Fees:  ₹ 192,000"
"KLR College of Engineering and Technology, Palwancha",B.Tech Civil Engineering,"Palwancha, Telangana",NA,Exams:  TS EAMCET 
"SPB Patel Engineering College, Mehsana",B.Tech Civil Engineering,"Ahmedabad, Gujarat",NA,Exams:  GUJCET 
"Royal College of Engineering and Technology, Thrissur",B.Tech Civil Engineering,"Chiramanangad, Kerala",KEAM,"Fees:  ₹ 140,000"
"Goel Institute of Technology and Management, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"GM Institute of Technology, Davangere",BE Civil Engineering,"Davanagere, Karnataka",COMEDK,"Fees:  ₹ 229,020"
"Ganga Institute of Technology and Management, Jhajjar",B.Tech Civil Engineering,"Jhajjar, Haryana",NA,"Fees:  ₹ 272,000"
"Ashokrao Mane Group of Institutions, Kolhapur",B.Tech Civil Engineering,"Vadgaon Kasba, Maharashtra",NA,NA
"JB Institute of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 195,000"
"Shri Sant Gadge Baba College of Engineering and Technology, Bhusawal",BE Civil Engineering,"Bhusawal, Maharashtra",JEE,"Fees:  ₹ 273,320"
"AGM Rural College of Engineering and Technology, Hubli",BE Civil Engineering,"Varur, Karnataka",KCET,"Fees:  ₹ 188,000"
"KSRM College of Engineering, Kadapa",B.Tech Civil Engineering,"Kadapa, Andhra Pradesh",AP,"Fees:  ₹ 260,000"
"NBKR Institute of Science and Technology, Vidyanagar",B.Tech Civil Engineering,"Nellore, Andhra Pradesh",AP,"Fees:  ₹ 372,800"
"KJ College of Engineering and Management Research, Pune",BE Civil Engineering,"Yewalewadi, Maharashtra",JEE,"Fees:  ₹ 366,000"
"Shri Ram College of Engineering and Management, Palwal",B.Tech Civil Engineering,"Palwal, Haryana",JEE,"Fees:  ₹ 299,740"
"NRI Institute of Information Science and Technology, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 248,000"
"NIMRA College of Engineering and Technology, Vijayawada",B.Tech Civil Engineering,"Vijayawada, Andhra Pradesh",NA,NA
"College of Engineering and Technology, BGSB University, Rajouri",B.Tech Civil Engineering,"Rajouri, Jammu and Kashmir",NA,NA
"Techno College of Engineering, Agartala",B.Tech Civil Engineering,"Agartala, Tripura",NA,"Exams:  JEE Main ,  TJEE "
"Sitamarhi Institute of Technology, Sitamarhi",B.Tech Civil Engineering,"Sitamarhi, Bihar",NA,NA
"Aryabhatta Knowledge University, Patna",B.Tech Civil Engineering,"Patna, Bihar",NA,NA
"Dr KN Modi University, Tonk",B.Tech Civil Engineering,"Tonk, Rajasthan",JEE,"Fees:  ₹ 379,500"
"GSFC University, Vadodara",B.Tech Civil Engineering,"Vadodara, Gujarat",NA,Exams:  JEE Main 
"Swarrnim Startup and Innovation University, Gandhinagar",B.Tech Civil Engineering,"Bhoyan Rathod, Gujarat",NA,NA
"Vel Tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 220,000"
"Smt Kamala and Sri Venkappa M Agadi College of Engineering and Technology, Gadag",B.Tech Civil Engineering,"Wadeyar Mallapur, Karnataka",NA,Exams:  KCET 
"Rama Institute of Engineering and Technology, Kanpur",B.Tech Civil Engineering,"Kanpur, Uttar Pradesh",JEE,"Fees:  ₹ 360,000"
"Teegala Krishna Reddy Engineering College, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 208,000"
"College of Engineering, Pandharpur",BE Civil Engineering,"Kondharki, Maharashtra",MAHA,"Fees:  ₹ 322,000"
"Sri Satya Sai College of Engineering, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,NA
"KIPM College of Engineering and Technology, Gorakhpur",B.Tech Civil Engineering,"Jhungia, Uttar Pradesh",UPSEE,"Fees:  ₹ 331,600"
"CK Pithawala College of Engineering and Technology, Surat",BE Civil Engineering,"Dumas, Gujarat",NA,"Fees:  ₹ 332,000"
"BH Gardi College of Engineering and Technology, Rajkot",BE Civil Engineering,"Anandpar, Gujarat",NA,"Fees:  ₹ 264,000"
"RK College of Engineering, Vijayawada",B.Tech Civil Engineering,"Kethanakonda, Andhra Pradesh",AP,"Fees:  ₹ 166,400"
"Noble Group of Institutions, Junagadh",BE Civil Engineering,"Junagadh, Gujarat",NA,Exams:  GUJCET 
"Dilkap Research Institute of Engineering and Management Studies, Raigad",BE Civil Engineering,"Neral, Maharashtra",JEE,"Fees:  ₹ 326,278"
"GIET Engineering College, Rajahmundry",B.Tech Civil Engineering,"Chakradwarabandham, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Dhanalakshmi Srinivasan College of Engineering, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,NA
"Jansons Institute of Technology, Coimbatore",BE Civil Engineering,"Karumathampatti, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Hindustan College of Science and Technology, Mathura",B.Tech Civil Engineering,"Jamaalpur, Uttar Pradesh",JEE,"Fees:  ₹ 403,200"
"ABES Institute of Technology, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 528,900"
"Adhiparasakthi College of Engineering, Vellore",BE Civil Engineering,"Paradharami, Tamil Nadu",NA,NA
"Sardar Patel College Of Engineering, Bakrol",BE Civil Engineering,"Vallabh Vidhyanagar, Gujarat",GUJCET,"Fees:  ₹ 264,000"
"Women's Institute of Technology, Dehradun",B.Tech Civil Engineering,"Sudhowala, Uttarakhand",JEE,"Fees:  ₹ 278,700"
"Mangalayatan University, Aligarh",B.Tech Civil Engineering,"Beswan, Uttar Pradesh",NA,"Fees:  ₹ 580,000"
"Sankalchand Patel University, Visnagar",B.Tech Civil Engineering,"Visnagar, Gujarat",NA,NA
"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Sagar Institute of Research and Technology, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 232,000"
"Gyan Ganga Institute of Technology and Sciences, Jabalpur",BE Civil Engineering,"Jabalpur, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"ILM College of Engineering and Technology, Ernakulam",B.Tech Civil Engineering,"Ernakulam, Kerala",KEAM,"Fees:  ₹ 360,000"
"Shankersinh Vaghela Bapu Institute of Technology, Gandhinagar",BE Civil Engineering,"Randheja, Gujarat",NA,"Fees:  ₹ 288,000"
"Bharati Vidyapeeth College of Engineering, Lavale",BE Civil Engineering,"Lavale, Maharashtra",MAHA,"Fees:  ₹ 307,000"
"Delhi Institute of Technology and Management, Sonipat",B.Tech Civil Engineering,"Sonipat, Haryana",IPU,"Fees:  ₹ 302,000"
